dec_date,dec_region,dec_total nitrogen,dec_total phosphorus,dec_dissolved phosphorus,dec_chlorophyll-a,dec_secchi depth,dec_temperature
2016-08-10,St. Albans Bay,0.30000000000000004,27.849999999999998,13.450000000000001,4.739999999999997,2.9000000000000004,24.1
2016-08-11,St. Albans Bay,0.30000000000000004,27.849999999999998,13.450000000000001,4.739999999999997,2.9000000000000004,24.1
2016-08-12,St. Albans Bay,0.30000000000000004,27.849999999999998,13.450000000000001,4.739999999999997,2.9000000000000004,24.1
2016-08-13,St. Albans Bay,0.30000000000000004,27.849999999999998,13.450000000000001,4.739999999999997,2.9000000000000004,24.1
2016-08-14,St. Albans Bay,0.30000000000000004,27.849999999999998,13.450000000000001,4.739999999999997,2.9000000000000004,24.1
2016-08-15,St. Albans Bay,0.30000000000000004,27.849999999999998,13.450000000000001,4.739999999999997,2.9000000000000004,24.1
2016-08-16,St. Albans Bay,0.31,28.8,15.8,5.22,2.8,
2016-08-17,St. Albans Bay,,,,,,
2016-08-18,St. Albans Bay,,,,,,
2016-08-19,St. Albans Bay,0.5,59.5,15.1,42.45,1.3,
2016-08-20,St. Albans Bay,0.5,59.5,15.1,42.45,1.3,
2016-08-21,St. Albans Bay,0.5,59.5,15.1,42.45,1.3,
2016-08-22,St. Albans Bay,0.5,59.5,15.1,42.45,1.3,
2016-08-23,St. Albans Bay,0.5,59.5,15.1,42.45,1.3,
2016-08-24,St. Albans Bay,0.5,59.5,15.1,42.45,1.3,
2016-08-25,St. Albans Bay,0.56,66.05,13.399999999999999,35.175,1.3,23.1
2016-08-26,St. Albans Bay,0.56,66.05,13.399999999999999,35.175,1.3,23.1
2016-08-27,St. Albans Bay,0.56,66.05,13.399999999999999,35.175,1.3,23.1
2016-08-28,St. Albans Bay,0.56,66.05,13.399999999999999,35.175,1.3,23.1
2016-08-29,St. Albans Bay,0.56,66.05,13.399999999999999,35.175,1.3,23.1
2016-08-30,St. Albans Bay,0.56,66.05,13.399999999999999,35.175,1.3,23.1
2016-08-31,St. Albans Bay,0.56,66.05,13.399999999999999,35.175,1.3,23.1
2016-09-01,St. Albans Bay,0.56,66.05,13.399999999999999,35.175,1.3,23.1
2016-09-02,St. Albans Bay,0.62,72.6,11.7,27.9,1.3,23.1
2016-09-03,St. Albans Bay,0.62,72.6,11.7,27.9,1.3,23.1
2016-09-04,St. Albans Bay,0.62,72.6,11.7,27.9,1.3,23.1
2016-09-05,St. Albans Bay,0.62,72.6,11.7,27.9,1.3,23.1
2016-09-06,St. Albans Bay,0.62,72.6,11.7,27.9,1.3,23.1
2016-09-07,St. Albans Bay,0.62,72.6,11.7,27.9,1.3,23.1
2016-09-08,St. Albans Bay,,,,,,
2016-09-09,St. Albans Bay,,,,,,
2016-09-10,St. Albans Bay,0.52,42.5,12.8,25.59,1.5,
2016-09-11,St. Albans Bay,0.52,42.5,12.8,25.59,1.5,
2016-09-12,St. Albans Bay,0.52,42.5,12.8,25.59,1.5,
2016-09-13,St. Albans Bay,0.51,49.3,12.350000000000001,21.824999999999996,2.2,23.1
2016-09-14,St. Albans Bay,0.51,49.3,12.350000000000001,21.824999999999996,2.2,23.1
2016-09-15,St. Albans Bay,0.51,49.3,12.350000000000001,21.824999999999996,2.2,23.1
2016-09-16,St. Albans Bay,0.51,49.3,12.350000000000001,21.824999999999996,2.2,23.1
2016-09-17,St. Albans Bay,0.51,49.3,12.350000000000001,21.824999999999996,2.2,23.1
2016-09-18,St. Albans Bay,0.51,49.3,12.350000000000001,21.824999999999996,2.2,23.1
2016-09-19,St. Albans Bay,0.51,49.3,12.350000000000001,21.824999999999996,2.2,23.1
2016-09-20,St. Albans Bay,0.51,49.3,12.350000000000001,21.824999999999996,2.2,23.1
2016-09-21,St. Albans Bay,0.51,49.3,12.350000000000001,21.824999999999996,2.2,23.1
2016-09-22,St. Albans Bay,0.51,49.3,12.350000000000001,21.824999999999996,2.2,23.1
2016-09-23,St. Albans Bay,0.51,49.3,12.350000000000001,21.824999999999996,2.2,23.1
2016-09-24,St. Albans Bay,0.5,56.1,11.9,18.06,2.9,23.1
2016-09-25,St. Albans Bay,0.5,56.1,11.9,18.06,2.9,23.1
2016-09-26,St. Albans Bay,0.5,56.1,11.9,18.06,2.9,23.1
2016-09-27,St. Albans Bay,0.54,50.9,7.9,7.03,1.4,18.9
2016-09-28,St. Albans Bay,0.54,50.9,7.9,7.03,1.4,18.9
2016-09-29,St. Albans Bay,0.465,43.05,8.65,10.504999999999997,1.65,18.9
2016-09-30,St. Albans Bay,0.465,43.05,8.65,10.504999999999997,1.65,18.9
2016-10-01,St. Albans Bay,0.465,43.05,8.65,10.504999999999997,1.65,18.9
2016-10-02,St. Albans Bay,0.465,43.05,8.65,10.504999999999997,1.65,18.9
2016-10-03,St. Albans Bay,0.465,43.05,8.65,10.504999999999997,1.65,18.9
2016-10-04,St. Albans Bay,0.465,43.05,8.65,10.504999999999997,1.65,18.9
2016-10-05,St. Albans Bay,0.465,43.05,8.65,10.504999999999997,1.65,18.9
2016-10-06,St. Albans Bay,0.465,43.05,8.65,10.504999999999997,1.65,18.9
2016-10-07,St. Albans Bay,0.465,43.05,8.65,10.504999999999997,1.65,18.9
2016-10-08,St. Albans Bay,0.465,43.05,8.65,10.504999999999997,1.65,18.9
2016-10-09,St. Albans Bay,0.465,43.05,8.65,10.504999999999997,1.65,18.9
2016-10-10,St. Albans Bay,0.465,43.05,8.65,10.504999999999997,1.65,18.9
2016-10-11,St. Albans Bay,0.39,35.2,9.4,13.98,1.9,
2016-10-12,St. Albans Bay,0.39,35.2,9.4,13.98,1.9,
2016-10-13,St. Albans Bay,,,,,,
2016-10-14,St. Albans Bay,,,,,,
2016-10-15,St. Albans Bay,,,,,,
2016-10-16,St. Albans Bay,,,,,,
2016-10-17,St. Albans Bay,,,,,,
2016-10-18,St. Albans Bay,0.34,28.0,8.7,8.34,2.6,14.4
2016-10-19,St. Albans Bay,0.34,28.0,8.7,8.34,2.6,14.4
2016-10-20,St. Albans Bay,0.35,31.75,10.05,11.074999999999996,2.4000000000000004,14.4
2016-10-21,St. Albans Bay,0.35,31.75,10.05,11.074999999999996,2.4000000000000004,14.4
2016-10-22,St. Albans Bay,0.35,31.75,10.05,11.074999999999996,2.4000000000000004,14.4
2016-10-23,St. Albans Bay,0.35,31.75,10.05,11.074999999999996,2.4000000000000004,14.4
2016-10-24,St. Albans Bay,0.35,31.75,10.05,11.074999999999996,2.4000000000000004,14.4
2016-10-25,St. Albans Bay,0.35,31.75,10.05,11.074999999999996,2.4000000000000004,14.4
2016-10-26,St. Albans Bay,0.35,31.75,10.05,11.074999999999996,2.4000000000000004,14.4
2016-10-27,St. Albans Bay,0.35,31.75,10.05,11.074999999999996,2.4000000000000004,14.4
2016-10-28,St. Albans Bay,0.35,31.75,10.05,11.074999999999996,2.4000000000000004,14.4
2016-10-29,St. Albans Bay,0.35,31.75,10.05,11.074999999999996,2.4000000000000004,14.4
2016-10-30,St. Albans Bay,0.35,31.75,10.05,11.074999999999996,2.4000000000000004,14.4
2016-10-31,St. Albans Bay,0.35,31.75,10.05,11.074999999999996,2.4000000000000004,14.4
2016-11-01,St. Albans Bay,0.36,35.5,11.4,13.81,2.2,
2016-11-02,St. Albans Bay,0.36,35.5,11.4,13.81,2.2,
2016-11-03,St. Albans Bay,,,,,,
2016-11-04,St. Albans Bay,,,,,,
2016-11-05,St. Albans Bay,,,,,,
2016-11-06,St. Albans Bay,,,,,,
2016-11-07,St. Albans Bay,,,,,,
2016-11-08,St. Albans Bay,,,,,,
2016-11-09,St. Albans Bay,,,,,,
2016-11-10,St. Albans Bay,,,,,,
2016-11-11,St. Albans Bay,,,,,,
2016-11-12,St. Albans Bay,,,,,,
2016-11-13,St. Albans Bay,,,,,,
2016-11-14,St. Albans Bay,,,,,,
2016-11-15,St. Albans Bay,,,,,,
2016-11-16,St. Albans Bay,,,,,,
2016-11-17,St. Albans Bay,,,,,,
2016-11-18,St. Albans Bay,,,,,,
2016-11-19,St. Albans Bay,,,,,,
2016-11-20,St. Albans Bay,,,,,,
2016-11-21,St. Albans Bay,,,,,,
2016-11-22,St. Albans Bay,,,,,,
2016-11-23,St. Albans Bay,,,,,,
2016-11-24,St. Albans Bay,,,,,,
2016-11-25,St. Albans Bay,,,,,,
2016-11-26,St. Albans Bay,,,,,,
2016-11-27,St. Albans Bay,,,,,,
2016-11-28,St. Albans Bay,,,,,,
2016-11-29,St. Albans Bay,,,,,,
2016-11-30,St. Albans Bay,,,,,,
2016-12-01,St. Albans Bay,,,,,,
2016-12-02,St. Albans Bay,,,,,,
2016-12-03,St. Albans Bay,,,,,,
2016-12-04,St. Albans Bay,,,,,,
2016-12-05,St. Albans Bay,,,,,,
2016-12-06,St. Albans Bay,,,,,,
2016-12-07,St. Albans Bay,,,,,,
2016-12-08,St. Albans Bay,,,,,,
2016-12-09,St. Albans Bay,,,,,,
2016-12-10,St. Albans Bay,,,,,,
2016-12-11,St. Albans Bay,,,,,,
2016-12-12,St. Albans Bay,,,,,,
2016-12-13,St. Albans Bay,,,,,,
2016-12-14,St. Albans Bay,,,,,,
2016-12-15,St. Albans Bay,,,,,,
2016-12-16,St. Albans Bay,,,,,,
2016-12-17,St. Albans Bay,,,,,,
2016-12-18,St. Albans Bay,,,,,,
2016-12-19,St. Albans Bay,,,,,,
2016-12-20,St. Albans Bay,,,,,,
2016-12-21,St. Albans Bay,,,,,,
2016-12-22,St. Albans Bay,,,,,,
2016-12-23,St. Albans Bay,,,,,,
2016-12-24,St. Albans Bay,,,,,,
2016-12-25,St. Albans Bay,,,,,,
2016-12-26,St. Albans Bay,,,,,,
2016-12-27,St. Albans Bay,,,,,,
2016-12-28,St. Albans Bay,,,,,,
2016-12-29,St. Albans Bay,,,,,,
2016-12-30,St. Albans Bay,,,,,,
2016-12-31,St. Albans Bay,,,,,,
2017-01-01,St. Albans Bay,,,,,,
2017-01-02,St. Albans Bay,,,,,,
2017-01-03,St. Albans Bay,,,,,,
2017-01-04,St. Albans Bay,,,,,,
2017-01-05,St. Albans Bay,,,,,,
2017-01-06,St. Albans Bay,,,,,,
2017-01-07,St. Albans Bay,,,,,,
2017-01-08,St. Albans Bay,,,,,,
2017-01-09,St. Albans Bay,,,,,,
2017-01-10,St. Albans Bay,,,,,,
2017-01-11,St. Albans Bay,,,,,,
2017-01-12,St. Albans Bay,,,,,,
2017-01-13,St. Albans Bay,,,,,,
2017-01-14,St. Albans Bay,,,,,,
2017-01-15,St. Albans Bay,,,,,,
2017-01-16,St. Albans Bay,,,,,,
2017-01-17,St. Albans Bay,,,,,,
2017-01-18,St. Albans Bay,,,,,,
2017-01-19,St. Albans Bay,,,,,,
2017-01-20,St. Albans Bay,,,,,,
2017-01-21,St. Albans Bay,,,,,,
2017-01-22,St. Albans Bay,,,,,,
2017-01-23,St. Albans Bay,,,,,,
2017-01-24,St. Albans Bay,,,,,,
2017-01-25,St. Albans Bay,,,,,,
2017-01-26,St. Albans Bay,,,,,,
2017-01-27,St. Albans Bay,,,,,,
2017-01-28,St. Albans Bay,,,,,,
2017-01-29,St. Albans Bay,,,,,,
2017-01-30,St. Albans Bay,,,,,,
2017-01-31,St. Albans Bay,,,,,,
2017-02-01,St. Albans Bay,,,,,,
2017-02-02,St. Albans Bay,,,,,,
2017-02-03,St. Albans Bay,,,,,,
2017-02-04,St. Albans Bay,,,,,,
2017-02-05,St. Albans Bay,,,,,,
2017-02-06,St. Albans Bay,,,,,,
2017-02-07,St. Albans Bay,,,,,,
2017-02-08,St. Albans Bay,,,,,,
2017-02-09,St. Albans Bay,,,,,,
2017-02-10,St. Albans Bay,,,,,,
2017-02-11,St. Albans Bay,,,,,,
2017-02-12,St. Albans Bay,,,,,,
2017-02-13,St. Albans Bay,,,,,,
2017-02-14,St. Albans Bay,,,,,,
2017-02-15,St. Albans Bay,,,,,,
2017-02-16,St. Albans Bay,,,,,,
2017-02-17,St. Albans Bay,,,,,,
2017-02-18,St. Albans Bay,,,,,,
2017-02-19,St. Albans Bay,,,,,,
2017-02-20,St. Albans Bay,,,,,,
2017-02-21,St. Albans Bay,,,,,,
2017-02-22,St. Albans Bay,,,,,,
2017-02-23,St. Albans Bay,,,,,,
2017-02-24,St. Albans Bay,,,,,,
2017-02-25,St. Albans Bay,,,,,,
2017-02-26,St. Albans Bay,,,,,,
2017-02-27,St. Albans Bay,,,,,,
2017-02-28,St. Albans Bay,,,,,,
2017-03-01,St. Albans Bay,,,,,,
2017-03-02,St. Albans Bay,,,,,,
2017-03-03,St. Albans Bay,,,,,,
2017-03-04,St. Albans Bay,,,,,,
2017-03-05,St. Albans Bay,,,,,,
2017-03-06,St. Albans Bay,,,,,,
2017-03-07,St. Albans Bay,,,,,,
2017-03-08,St. Albans Bay,,,,,,
2017-03-09,St. Albans Bay,,,,,,
2017-03-10,St. Albans Bay,,,,,,
2017-03-11,St. Albans Bay,,,,,,
2017-03-12,St. Albans Bay,,,,,,
2017-03-13,St. Albans Bay,,,,,,
2017-03-14,St. Albans Bay,,,,,,
2017-03-15,St. Albans Bay,,,,,,
2017-03-16,St. Albans Bay,,,,,,
2017-03-17,St. Albans Bay,,,,,,
2017-03-18,St. Albans Bay,,,,,,
2017-03-19,St. Albans Bay,,,,,,
2017-03-20,St. Albans Bay,,,,,,
2017-03-21,St. Albans Bay,,,,,,
2017-03-22,St. Albans Bay,,,,,,
2017-03-23,St. Albans Bay,,,,,,
2017-03-24,St. Albans Bay,,,,,,
2017-03-25,St. Albans Bay,,,,,,
2017-03-26,St. Albans Bay,,,,,,
2017-03-27,St. Albans Bay,,,,,,
2017-03-28,St. Albans Bay,,,,,,
2017-03-29,St. Albans Bay,,,,,,
2017-03-30,St. Albans Bay,,,,,,
2017-03-31,St. Albans Bay,,,,,,
2017-04-01,St. Albans Bay,,,,,,
2017-04-02,St. Albans Bay,,,,,,
2017-04-03,St. Albans Bay,,,,,,
2017-04-04,St. Albans Bay,,,,,,
2017-04-05,St. Albans Bay,,,,,,
2017-04-06,St. Albans Bay,,,,,,
2017-04-07,St. Albans Bay,,,,,,
2017-04-08,St. Albans Bay,,,,,,
2017-04-09,St. Albans Bay,,,,,,
2017-04-10,St. Albans Bay,,,,,,
2017-04-11,St. Albans Bay,,,,,,
2017-04-12,St. Albans Bay,,,,,,
2017-04-13,St. Albans Bay,,,,,,
2017-04-14,St. Albans Bay,,,,,,
2017-04-15,St. Albans Bay,,,,,,
2017-04-16,St. Albans Bay,,,,,,
2017-04-17,St. Albans Bay,,,,,,
2017-04-18,St. Albans Bay,,,,,,
2017-04-19,St. Albans Bay,,,,,,
2017-04-20,St. Albans Bay,,,,,,
2017-04-21,St. Albans Bay,,,,,,
2017-04-22,St. Albans Bay,,,,,,
2017-04-23,St. Albans Bay,,,,,,
2017-04-24,St. Albans Bay,,,,,,
2017-04-25,St. Albans Bay,,,,,,
2017-04-26,St. Albans Bay,,,,,,
2017-04-27,St. Albans Bay,,,,,,
2017-04-28,St. Albans Bay,,,,,,
2017-04-29,St. Albans Bay,,,,,,
2017-04-30,St. Albans Bay,,,,,,
2017-05-01,St. Albans Bay,,,,,,
2017-05-02,St. Albans Bay,,,,,,
2017-05-03,St. Albans Bay,,,,,,
2017-05-04,St. Albans Bay,,,,,,
2017-05-05,St. Albans Bay,,,,,,
2017-05-06,St. Albans Bay,,,,,,
2017-05-07,St. Albans Bay,,,,,,
2017-05-08,St. Albans Bay,,,,,,
2017-05-09,St. Albans Bay,,,,,,
2017-05-10,St. Albans Bay,,,,,,
2017-05-11,St. Albans Bay,,,,,,
2017-05-12,St. Albans Bay,,,,,,
2017-05-13,St. Albans Bay,,,,,,
2017-05-14,St. Albans Bay,,,,,,
2017-05-15,St. Albans Bay,,,,,,
2017-05-16,St. Albans Bay,,,,,,
2017-05-17,St. Albans Bay,,,,,,
2017-05-18,St. Albans Bay,,,,,,
2017-05-19,St. Albans Bay,,,,,,
2017-05-20,St. Albans Bay,,,,,,
2017-05-21,St. Albans Bay,,,,,,
2017-05-22,St. Albans Bay,,,,,,
2017-05-23,St. Albans Bay,,,,,,
2017-05-24,St. Albans Bay,,,,,,
2017-05-25,St. Albans Bay,,,,,,
2017-05-26,St. Albans Bay,,,,,,
2017-05-27,St. Albans Bay,,,,,,
2017-05-28,St. Albans Bay,,,,,,
2017-05-29,St. Albans Bay,,,,,,
2017-05-30,St. Albans Bay,,,,,,
2017-05-31,St. Albans Bay,,,,,,
2017-06-01,St. Albans Bay,,,,,,
2017-06-02,St. Albans Bay,0.29,29.8,7.4,8.75,2.0,15.7
2017-06-03,St. Albans Bay,0.3,31.299999999999997,7.550000000000001,9.564999999999998,1.85,15.8
2017-06-04,St. Albans Bay,0.3,31.299999999999997,7.550000000000001,9.564999999999998,1.85,15.8
2017-06-05,St. Albans Bay,0.3,31.299999999999997,7.550000000000001,9.564999999999998,1.85,15.8
2017-06-06,St. Albans Bay,0.3,31.299999999999997,7.550000000000001,9.564999999999998,1.85,15.8
2017-06-07,St. Albans Bay,0.3,31.299999999999997,7.550000000000001,9.564999999999998,1.85,15.8
2017-06-08,St. Albans Bay,0.3,31.299999999999997,7.550000000000001,9.564999999999998,1.85,15.8
2017-06-09,St. Albans Bay,0.3,31.299999999999997,7.550000000000001,9.564999999999998,1.85,15.8
2017-06-10,St. Albans Bay,0.3,31.299999999999997,7.550000000000001,9.564999999999998,1.85,15.8
2017-06-11,St. Albans Bay,0.3,31.299999999999997,7.550000000000001,9.564999999999998,1.85,15.8
2017-06-12,St. Albans Bay,0.3,31.299999999999997,7.550000000000001,9.564999999999998,1.85,15.8
2017-06-13,St. Albans Bay,0.29333333333333333,28.73333333333333,7.933333333333334,7.809999999999998,2.2333333333333334,17.333333333333332
2017-06-14,St. Albans Bay,0.29333333333333333,28.73333333333333,7.933333333333334,7.809999999999998,2.2333333333333334,17.333333333333332
2017-06-15,St. Albans Bay,0.29333333333333333,28.73333333333333,7.933333333333334,7.809999999999998,2.2333333333333334,17.333333333333332
2017-06-16,St. Albans Bay,0.27,27.7,8.299999999999999,5.533333333333331,2.8666666666666667,18.166666666666668
2017-06-17,St. Albans Bay,0.25,25.15,8.6,3.1099999999999968,3.4499999999999997,19.3
2017-06-18,St. Albans Bay,0.25,25.15,8.6,3.1099999999999968,3.4499999999999997,19.3
2017-06-19,St. Albans Bay,0.25,25.15,8.6,3.1099999999999968,3.4499999999999997,19.3
2017-06-20,St. Albans Bay,0.25,25.15,8.6,3.1099999999999968,3.4499999999999997,19.3
2017-06-21,St. Albans Bay,0.25,25.15,8.6,3.1099999999999968,3.4499999999999997,19.3
2017-06-22,St. Albans Bay,0.25,25.15,8.6,3.1099999999999968,3.4499999999999997,19.3
2017-06-23,St. Albans Bay,0.25,25.15,8.6,3.1099999999999968,3.4499999999999997,19.3
2017-06-24,St. Albans Bay,0.25,25.15,8.6,3.1099999999999968,3.4499999999999997,19.3
2017-06-25,St. Albans Bay,0.25,25.15,8.6,3.1099999999999968,3.4499999999999997,19.3
2017-06-26,St. Albans Bay,0.25,25.15,8.6,3.1099999999999968,3.4499999999999997,19.3
2017-06-27,St. Albans Bay,0.24,24.0,10.8,2.0749999999999966,3.9,19.75
2017-06-28,St. Albans Bay,0.26333333333333336,24.866666666666664,13.533333333333333,3.5566666666666644,4.1,20.066666666666666
2017-06-29,St. Albans Bay,0.26333333333333336,24.866666666666664,13.533333333333333,3.5566666666666644,4.1,20.066666666666666
2017-06-30,St. Albans Bay,0.28500000000000003,23.949999999999996,16.05,4.3749999999999964,4.3,21.0
2017-07-01,St. Albans Bay,0.28500000000000003,23.949999999999996,16.05,4.3749999999999964,4.3,21.0
2017-07-02,St. Albans Bay,0.28500000000000003,23.949999999999996,16.05,4.3749999999999964,4.3,21.0
2017-07-03,St. Albans Bay,0.28500000000000003,23.949999999999996,16.05,4.3749999999999964,4.3,21.0
2017-07-04,St. Albans Bay,0.28500000000000003,23.949999999999996,16.05,4.3749999999999964,4.3,21.0
2017-07-05,St. Albans Bay,0.28500000000000003,23.949999999999996,16.05,4.3749999999999964,4.3,21.0
2017-07-06,St. Albans Bay,0.28500000000000003,23.949999999999996,16.05,4.3749999999999964,4.3,21.0
2017-07-07,St. Albans Bay,0.28500000000000003,23.949999999999996,16.05,4.3749999999999964,4.3,21.0
2017-07-08,St. Albans Bay,0.28500000000000003,23.949999999999996,16.05,4.3749999999999964,4.3,21.0
2017-07-09,St. Albans Bay,0.28500000000000003,23.949999999999996,16.05,4.3749999999999964,4.3,21.0
2017-07-10,St. Albans Bay,0.28500000000000003,23.949999999999996,16.05,4.3749999999999964,4.3,21.0
2017-07-11,St. Albans Bay,0.31,26.6,19.0,6.52,4.3,20.7
2017-07-12,St. Albans Bay,0.41,31.8,8.7,12.33,2.5,22.8
2017-07-13,St. Albans Bay,0.41,31.8,8.7,12.33,2.5,22.8
2017-07-14,St. Albans Bay,0.41,31.8,8.7,12.33,2.5,22.8
2017-07-15,St. Albans Bay,0.41,31.8,8.7,12.33,2.5,22.8
2017-07-16,St. Albans Bay,0.41,31.8,8.7,12.33,2.5,22.8
2017-07-17,St. Albans Bay,0.41,31.8,8.7,12.33,2.5,22.8
2017-07-18,St. Albans Bay,0.41,31.8,8.7,12.33,2.5,22.8
2017-07-19,St. Albans Bay,0.375,28.1,9.899999999999999,12.279999999999998,2.7,22.65
2017-07-20,St. Albans Bay,0.375,28.1,9.899999999999999,12.279999999999998,2.7,22.65
2017-07-21,St. Albans Bay,0.375,28.1,9.899999999999999,12.279999999999998,2.7,22.65
2017-07-22,St. Albans Bay,0.375,28.1,9.899999999999999,12.279999999999998,2.7,22.65
2017-07-23,St. Albans Bay,0.375,28.1,9.899999999999999,12.279999999999998,2.7,22.65
2017-07-24,St. Albans Bay,0.375,28.1,9.899999999999999,12.279999999999998,2.7,22.65
2017-07-25,St. Albans Bay,0.375,28.1,9.899999999999999,12.279999999999998,2.7,22.65
2017-07-26,St. Albans Bay,0.315,22.7,9.2,8.904999999999998,3.45,21.9
2017-07-27,St. Albans Bay,0.315,22.7,9.2,8.904999999999998,3.45,21.9
2017-07-28,St. Albans Bay,0.315,22.7,9.2,8.904999999999998,3.45,21.9
2017-07-29,St. Albans Bay,0.315,22.7,9.2,8.904999999999998,3.45,21.9
2017-07-30,St. Albans Bay,0.315,22.7,9.2,8.904999999999998,3.45,21.9
2017-07-31,St. Albans Bay,0.315,22.7,9.2,8.904999999999998,3.45,21.9
2017-08-01,St. Albans Bay,0.3,23.833333333333332,9.933333333333334,7.969999999999998,3.4333333333333336,22.066666666666666
2017-08-02,St. Albans Bay,0.28,23.55,9.350000000000001,5.839999999999996,3.7,21.85
2017-08-03,St. Albans Bay,0.28,23.55,9.350000000000001,5.839999999999996,3.7,21.85
2017-08-04,St. Albans Bay,0.28,23.55,9.350000000000001,5.839999999999996,3.7,21.85
2017-08-05,St. Albans Bay,0.28,23.55,9.350000000000001,5.839999999999996,3.7,21.85
2017-08-06,St. Albans Bay,0.28,23.55,9.350000000000001,5.839999999999996,3.7,21.85
2017-08-07,St. Albans Bay,0.28,23.55,9.350000000000001,5.839999999999996,3.7,21.85
2017-08-08,St. Albans Bay,0.28,23.55,9.350000000000001,5.839999999999996,3.7,21.85
2017-08-09,St. Albans Bay,0.325,28.700000000000003,9.950000000000001,10.784999999999997,2.7,22.799999999999997
2017-08-10,St. Albans Bay,0.37666666666666665,31.733333333333334,10.166666666666666,9.19333333333333,2.4,22.8
2017-08-11,St. Albans Bay,0.37666666666666665,31.733333333333334,10.166666666666666,9.19333333333333,2.4,22.8
2017-08-12,St. Albans Bay,0.37666666666666665,31.733333333333334,10.166666666666666,9.19333333333333,2.4,22.8
2017-08-13,St. Albans Bay,0.37666666666666665,31.733333333333334,10.166666666666666,9.19333333333333,2.4,22.8
2017-08-14,St. Albans Bay,0.37666666666666665,31.733333333333334,10.166666666666666,9.19333333333333,2.4,22.8
2017-08-15,St. Albans Bay,0.42999999999999994,34.55,9.549999999999999,10.739999999999995,1.9000000000000001,23.000000000000004
2017-08-16,St. Albans Bay,0.42999999999999994,34.55,9.549999999999999,10.739999999999995,1.9000000000000001,23.000000000000004
2017-08-17,St. Albans Bay,0.42999999999999994,34.55,9.549999999999999,10.739999999999995,1.9000000000000001,23.000000000000004
2017-08-18,St. Albans Bay,0.4566666666666667,37.13333333333333,9.933333333333332,15.819999999999999,2.066666666666667,23.099999999999998
2017-08-19,St. Albans Bay,0.4566666666666667,37.13333333333333,9.933333333333332,15.819999999999999,2.066666666666667,23.099999999999998
2017-08-20,St. Albans Bay,0.4566666666666667,37.13333333333333,9.933333333333332,15.819999999999999,2.066666666666667,23.099999999999998
2017-08-21,St. Albans Bay,0.4566666666666667,37.13333333333333,9.933333333333332,15.819999999999999,2.066666666666667,23.099999999999998
2017-08-22,St. Albans Bay,0.4566666666666667,37.13333333333333,9.933333333333332,15.819999999999999,2.066666666666667,23.099999999999998
2017-08-23,St. Albans Bay,0.49500000000000005,40.05,10.649999999999999,15.994999999999997,2.1000000000000005,23.049999999999997
2017-08-24,St. Albans Bay,0.51,42.3,10.7,25.98,2.4,23.3
2017-08-25,St. Albans Bay,0.51,42.3,10.7,25.98,2.4,23.3
2017-08-26,St. Albans Bay,0.51,42.3,10.7,25.98,2.4,23.3
2017-08-27,St. Albans Bay,0.51,42.3,10.7,25.98,2.4,23.3
2017-08-28,St. Albans Bay,0.51,42.3,10.7,25.98,2.4,23.3
2017-08-29,St. Albans Bay,0.51,42.3,10.7,25.98,2.4,23.3
2017-08-30,St. Albans Bay,0.51,42.3,10.7,25.98,2.4,23.3
2017-08-31,St. Albans Bay,0.51,42.3,10.7,25.98,2.4,23.3
2017-09-01,St. Albans Bay,0.6,55.1,13.8,24.86,1.0,21.4
2017-09-02,St. Albans Bay,0.6,55.1,13.8,24.86,1.0,21.4
2017-09-03,St. Albans Bay,0.6,55.1,13.8,24.86,1.0,21.4
2017-09-04,St. Albans Bay,0.6,55.1,13.8,24.86,1.0,21.4
2017-09-05,St. Albans Bay,0.6,55.1,13.8,24.86,1.0,21.4
2017-09-06,St. Albans Bay,0.6,55.1,13.8,24.86,1.0,21.4
2017-09-07,St. Albans Bay,0.6,55.1,13.8,24.86,1.0,21.4
2017-09-08,St. Albans Bay,0.6,55.1,13.8,24.86,1.0,21.4
2017-09-09,St. Albans Bay,0.6,55.1,13.8,24.86,1.0,21.4
2017-09-10,St. Albans Bay,0.6,55.1,13.8,24.86,1.0,21.4
2017-09-11,St. Albans Bay,0.6,55.1,13.8,24.86,1.0,21.4
2017-09-12,St. Albans Bay,0.635,54.400000000000006,12.55,34.17999999999999,0.7500000000000002,20.2
2017-09-13,St. Albans Bay,0.635,54.400000000000006,12.55,34.17999999999999,0.7500000000000002,20.2
2017-09-14,St. Albans Bay,0.635,54.400000000000006,12.55,34.17999999999999,0.7500000000000002,20.2
2017-09-15,St. Albans Bay,0.67,53.7,11.3,43.5,0.5,19.0
2017-09-16,St. Albans Bay,0.67,53.7,11.3,43.5,0.5,19.0
2017-09-17,St. Albans Bay,0.67,53.7,11.3,43.5,0.5,19.0
2017-09-18,St. Albans Bay,0.67,53.7,11.3,43.5,0.5,19.0
2017-09-19,St. Albans Bay,0.5650000000000001,42.55,12.15,33.385,1.0000000000000002,20.7
2017-09-20,St. Albans Bay,0.5650000000000001,42.55,12.15,33.385,1.0000000000000002,20.7
2017-09-21,St. Albans Bay,0.5650000000000001,42.55,12.15,33.385,1.0000000000000002,20.7
2017-09-22,St. Albans Bay,0.5650000000000001,42.55,12.15,33.385,1.0000000000000002,20.7
2017-09-23,St. Albans Bay,0.5033333333333333,38.266666666666666,12.633333333333333,27.576666666666664,1.3333333333333333,21.03333333333333
