REPORTDATE,REPORTTIME,WATERBODY,REGION,MUNICIPALITY,SITE,STATION,BLOOMINTENSITY,REPORTFREQUENCY,AFFILIATION,WEBSTATUS,DETAILS,WATERTEMP,WATERSURFACE,CYANOTAXA,OTHERTAXA,MICROCYSTIN,ANATOXIN,LATITUDE,LONGITUDE
06/25/2018,12:29:00,Lake Champlain,Champlain - Main Lake South,Addison,210.0,"Tri-Town Road, West Addison",1c - Little or no BGA present - other material present,Routine - Weekly,VDH,Generally Safe,,67.6,White Caps,,"diatoms, cryptophyte flagellates, chrysophytes",<0.16,<0.5,44.08538251,-73.40790864
07/02/2018,12:05:00,Lake Champlain,Champlain - Main Lake South,Addison,210.0,"Tri-Town Road, West Addison",1a - Little or no BGA present - clear water,Routine - Weekly,VDH,Generally Safe,,76.2,Rolling,No cyanobacteria observed,cryptophyte flagellates,<0.16,<0.5,44.08538251,-73.40790864
07/09/2018,10:55:00,Lake Champlain,Champlain - Main Lake South,Addison,210.0,"Tri-Town Road, West Addison",1a - Little or no BGA present - clear water,Routine - Weekly,VDH,Generally Safe,,71,Rolling,No cyanobacteria observed,"diatoms, cryptophyte flagellates",<0.16,<0.5,44.08538251,-73.40790864
07/16/2018,11:05:00,Lake Champlain,Champlain - Main Lake South,Addison,210.0,"Tri-Town Road, West Addison",1d - Little BGA present - recreation not impaired,Routine - Weekly,VDH,Generally Safe,,75.5,Calm,Anabaena,"green algae, cryptophyte flagellates, diatoms",<0.16,<0.5,44.08538251,-73.40790864
07/23/2018,11:10:00,Lake Champlain,Champlain - Main Lake South,Addison,210.0,"Tri-Town Road, West Addison",1a - Little or no BGA present - clear water,Routine - Weekly,VDH,Generally Safe,,75.3,Calm,No cyanobacteria observed,"diatoms, cryptophyte flagellates, chrysophytes",<0.16,<0.5,44.08538251,-73.40790864
07/30/2018,11:10:00,Lake Champlain,Champlain - Main Lake South,Addison,210.0,"Tri-Town Road, West Addison",1a - Little or no BGA present - clear water,Routine - Weekly,VDH,Generally Safe,,74.8,Calm,No cyanobacteria observed,"cryptophyte flagellates, diatoms",<0.16,<0.5,44.08538251,-73.40790864
08/06/2018,11:18:00,Lake Champlain,Champlain - Main Lake South,Addison,210.0,"Tri-Town Road, West Addison",1a - Little or no BGA present - clear water,Routine - Weekly,VDH,Generally Safe,,74.5,Calm,"Anabaena, Aphanizomenon","diatoms, cryptophyte flagellates",<0.16,<0.5,44.08538251,-73.40790864
08/13/2018,11:05:00,Lake Champlain,Champlain - Main Lake South,Addison,210.0,"Tri-Town Road, West Addison",1a - Little or no BGA present - clear water,Routine - Weekly,VDH,Generally Safe,,75.8,Calm,Aphanizomenon,cryptophyte flagellates,<0.16,<0.5,44.08538251,-73.40790864
08/20/2018,11:50:00,Lake Champlain,Champlain - Main Lake South,Addison,210.0,"Tri-Town Road, West Addison",1a - Little or no BGA present - clear water,Routine - Weekly,VDH,Generally Safe,,77.8,Calm,no cyanobacteria observed,"cryptophyte flagellates, green algae",<0.16,<0.5,44.08538251,-73.40790864
08/27/2018,11:13:00,Lake Champlain,Champlain - Main Lake South,Addison,210.0,"Tri-Town Road, West Addison",1a - Little or no BGA present - clear water,Routine - Weekly,VDH,Generally Safe,,75.3,Calm,"Anabaena, Aphanizomenon","diatoms, Chrysophytes, cryptophyte flagellates, green algae, unidentified cyanobacteria cells, unidentified cyanobacteria trichome",<0.16,<0.5,44.08538251,-73.40790864
09/04/2018,11:15:00,Lake Champlain,Champlain - Main Lake South,Addison,210.0,"Tri-Town Road, West Addison",1b - Little or no BGA present - brown or turbid water,Routine - Weekly,VDH,Generally Safe,Couldn't see feet while sampling but think just decaying green algae. Mostly settled in jar. ,,Rolling,no potentially toxic cyanobacteria observed,"green algae, cryptophyte flagellates, diatoms, unidentified cyanobacteria trichome",<0.16,<0.5,44.08538251,-73.40790864
09/10/2018,11:20:00,Lake Champlain,Champlain - Main Lake South,Addison,210.0,"Tri-Town Road, West Addison",1a - Little or no BGA present - clear water,Routine - Weekly,VDH,Generally Safe,,66.9,Calm,Anabaena,"diatoms, green algae, cryptophyte flagellates, Euglenophyta, unidentified cyanobacteria cells",<0.16,<0.5,44.08538251,-73.40790864
09/17/2018,11:45:00,Lake Champlain,Champlain - Main Lake South,Addison,210.0,"Tri-Town Road, West Addison",1a - Little or no BGA present - clear water,Routine - Weekly,VDH,Generally Safe,,74,Calm,"Anabaena, Aphanizomenon, unidentified Oscillatoriaceae, Pseudanabaena","diatoms, cryptophyte flagellates, green algae, Limnothrix, unidentified cyanobacteria cells, Snowella",<0.16,<0.5,44.08538251,-73.40790864
09/24/2018,11:25:00,Lake Champlain,Champlain - Main Lake South,Addison,210.0,"Tri-Town Road, West Addison",1c - Little or no BGA present - other material present,Routine - Weekly,VDH,Generally Safe,Decaying algae,65.7,Rolling,No potentially toxic cyanobacteria observed,"Chrysophytes, green algae, cryptophyte flagellates, diatoms, unidentified cyanobacteria cells, unidentified cyanobacteria trichome",<0.16,<0.5,44.08538251,-73.40790864
06/20/2018,15:00:00,Lake Memphremagog,Lake Memphremagog,Derby,211.0,Derby Bay,1a - Little or no BGA present - clear water,Routine - Weekly,MWA Volunteer,Generally Safe,,70,Calm,,,,,44.994345,-72.188561
06/26/2018,15:00:00,Lake Memphremagog,Lake Memphremagog ,Derby,211.0,Derby Bay,1a - Little or no BGA present - clear water,Supplemental,MWA Volunteer,Generally Safe,,70,Calm,,,,,44.994345,-72.188561
06/28/2018,14:45:00,Lake Memphremagog,Lake Memphremagog,Derby,211.0,Derby Bay,1b - Little or no BGA present - brown or turbid water,Routine - Weekly,MWA Volunteer,Generally Safe,,74,Rolling,,,,,44.994345,-72.188561
07/06/2018,15:00:00,Lake Memphremagog,Lake Memphremagog,Derby,211.0,Derby Bay,1a - Little or no BGA present - clear water,Routine - Weekly,MWA Volunteer,Generally Safe,,85,Calm,,,,,44.994345,-72.188561
07/11/2018,13:15:00,Lake Memphremagog,Lake Memphremagog,Derby,211.0,Derby Bay,1a - Little or no BGA present - clear water,Routine - Weekly,MWA Volunteer,Generally Safe,,77,Calm,,,,,44.994345,-72.188561
07/16/2018,12:45:00,Lake Memphremagog,Lake Memphremagog,Derby,211.0,Derby Bay,1a - Little or no BGA present - clear water,Routine - Weekly,MWA Volunteer,Generally Safe,,78,Calm,,,,,44.994345,-72.188561
07/18/2018,15:00:00,Lake Memphremagog,Lake Memphremagog,Derby,211.0,Derby Bay,1a - Little or no BGA present - clear water,Routine - Weekly,MWA Volunteer,Generally Safe,,78,Calm,,,,,44.994345,-72.188561
07/18/2018,13:30:00,Lake Memphremagog,Lake Memphremagog,Derby,211.0,Derby Bay,1a - Little or no BGA present - clear water,Supplemental,MWA Volunteer,Generally Safe,Existing,78,Rolling,,,,,44.994345,-72.188561
07/25/2018,12:15:00,Lake Memphremagog,Lake Memphremagog,Derby,211.0,Derby Bay,1c - Little or no BGA present - other material present,Routine - Weekly,MWA Volunteer,Generally Safe,,77,White Caps,,,,,44.994345,-72.188561
07/27/2018,10:15:00,Lake Memphremagog,Lake Memphremagog,Derby,211.0,Derby Bay,1a - Little or no BGA present - clear water,Routine - Weekly,MWA Volunteer,Generally Safe,routine report entered as supplemental b/c site name is no longer listed,68,Calm,,,,,44.994345,-72.188561
08/08/2018,15:00:00,Lake Memphremagog,Lake Memphremagog,Derby,211.0,Derby Bay ,1a - Little or no BGA present - clear water,Routine - Weekly,MWA Volunteer,Generally Safe,,82,Calm,,,,,44.994345,-72.188561
08/22/2018,15:00:00,Lake Memphremagog,Lake Memphremagog,Derby,211.0,Derby Bay,1b - Little or no BGA present - brown or turbid water,Routine - Weekly,MWA Volunteer,Generally Safe,,76,Rolling,,,,,44.994345,-72.188561
08/29/2018,15:00:00,Lake Memphremagog,Lake Memphremagog ,Derby,211.0,Derby Bay,1b - Little or no BGA present - brown or turbid water,Routine - Weekly,MWA Volunteer,Generally Safe,plant material floating loose in brown water,82,Rolling,,,,,44.994345,-72.188561
09/05/2018,15:00:00,Lake Memphremagog,Lake Memphremagog,Derby,211.0,Derby Bay,1c - Little or no BGA present - other material present,Routine - Weekly,MWA Volunteer,Generally Safe,,78,Rolling,,,,,44.994345,-72.188561
09/12/2018,15:00:00,Lake Memphremagog,Lake Memphremagog,Derby,211.0,Derby Bay,1a - Little or no BGA present - clear water,Routine - Weekly,MWA Volunteer,Generally Safe,,74,Calm,,,,,44.994345,-72.188561
09/24/2018,15:00:00,Lake Memphremagog,Lake Memphremagog,Derby,211.0,Derby Bay,1a - Little or no BGA present - clear water,Routine - Weekly,MWA Volunteer,Generally Safe,,66,Calm,,,,,44.994345,-72.188561
06/25/2018,15:30:00,Lake Memphremagog,Lake Memphremagog,Newport Town,212.0,Holbrook Bay,1b - Little or no BGA present - brown or turbid water,Routine - Weekly,MWA Volunteer,Generally Safe,,,Rolling,,,,,44.964178,-72.239919
07/02/2018,12:00:00,Lake Memphremagog,Lake Memphremagog,Newport Town,212.0,Holbrook Bay,1b - Little or no BGA present - brown or turbid water,Routine - Weekly,MWA Volunteer,Generally Safe,,,Calm,,,,,44.964178,-72.239919
07/09/2018,12:20:00,Lake Memphremagog,Lake Memphremagog,Newport Town,212.0,Holbrook Bay,1b - Little or no BGA present - brown or turbid water,Routine - Weekly,MWA Volunteer,Generally Safe,,,Calm,,,,,44.964178,-72.239919
07/16/2018,13:30:00,Lake Memphremagog,Lake Memphremagog,Newport Town,212.0,Holbrook Bay,1b - Little or no BGA present - brown or turbid water,Routine - Weekly,MWA Volunteer,Generally Safe,,,Calm,,,,,44.964178,-72.239919
07/22/2018,13:00:00,Lake Memphremagog,Lake Memphremagog,Newport Town,212.0,Holbrook Bay,1a - Little or no BGA present - clear water,Routine - Weekly,MWA Volunteer,Generally Safe,,,Calm,,,,,44.964178,-72.239919
07/27/2018,12:10:00,Lake Memphremagog,Lake Memphremagog,Newport Town,212.0,Holbrook Bay ,1a - Little or no BGA present - clear water,Routine - Weekly,MWA Volunteer,Generally Safe,,,Calm,,,,,44.964178,-72.239919
07/30/2018,12:15:00,Lake Memphremagog,Lake Memphremagog,Newport Town,212.0,Holbrook Bay,1b - Little or no BGA present - brown or turbid water,Routine - Weekly,MWA Volunteer,Generally Safe,,,Calm,,,,,44.964178,-72.239919
08/08/2018,12:25:00,Lake Memphremagog,Lake Memphremagog,Newport Town,212.0,Holbrook Bay ,1b - Little or no BGA present - brown or turbid water,Routine - Weekly,MWA Volunteer,Generally Safe,,,Calm,,,,,44.964178,-72.239919
08/14/2018,12:25:00,Lake Memphremagog,Lake Memphremagog,Newport Town,212.0,Holbrook Bay,1b - Little or no BGA present - brown or turbid water,Routine - Weekly,MWA Volunteer,Generally Safe,,,Calm,,,,,44.964178,-72.239919
08/20/2018,12:10:00,Lake Memphremagog,Lake Memphremagog,Newport Town,212.0,Holbrook Bay,1b - Little or no BGA present - brown or turbid water,Routine - Weekly,MWA Volunteer,Generally Safe,,,Calm,,,,,44.964178,-72.239919
09/04/2018,16:45:00,Lake Memphremagog,Lake Memphremagog,Newport Town,212.0,Holbrook Bay,1b - Little or no BGA present - brown or turbid water,Routine - Weekly,MWA Volunteer,Generally Safe,,,Rolling,,,,,44.964178,-72.239919
09/10/2018,14:00:00,Lake Memphremagog,Lake Memphremagog,Newport Town,212.0,Holbrook Bay,1b - Little or no BGA present - brown or turbid water,Routine - Weekly,MWA Volunteer,Generally Safe,,,Calm,,,,,44.964178,-72.239919
06/28/2018,14:08:00,Lake Carmi,Lake Carmi,Franklin,305.0,Lake Carmi - northern shoreline,2 - BGA present - less than bloom levels (include photos),Supplemental,LCC Volunteer,Low Alert,location is not yet confirmed,,Calm,,,,,44.97224279,-72.87672838
06/24/2018,12:10:00,Caspian Lake,Caspian Lake ,Greensboro,306.0,Caspian Lake,1a - Little or no BGA present - clear water,Routine - Weekly,VT DEC Volunteer,Generally Safe,,,Calm,,,,,44.5877096,-72.310363
07/01/2018,11:30:00,Caspian Lake,Caspian Lake ,Greensboro,306.0,Caspian Lake,1c - Little or no BGA present - other material present,Routine - Weekly,VT DEC Volunteer,Generally Safe,,,Calm,,,,,44.5877096,-72.310363
07/08/2018,12:10:00,Caspian Lake,Caspian Lake ,Greensboro,306.0,Caspian Lake,1c - Little or no BGA present - other material present,Routine - Weekly,VT DEC Volunteer,Generally Safe,small amount of green algae,,Calm,,,,,44.5877096,-72.310363
07/15/2018,10:00:00,Caspian Lake,Caspian Lake ,Greensboro,306.0,Caspian Lake,1a - Little or no BGA present - clear water,Routine - Weekly,VT DEC Volunteer,Generally Safe,Clear and lovely,,Calm,,,,,44.5877096,-72.310363
07/22/2018,11:15:00,Caspian Lake,Caspian Lake ,Greensboro,306.0,Caspian Lake,1a - Little or no BGA present - clear water,Routine - Weekly,VT DEC Volunteer,Generally Safe,,,Calm,,,,,44.5877096,-72.310363
07/29/2018,11:40:00,Caspian Lake,Caspian Lake ,Greensboro,306.0,Caspian Lake,1a - Little or no BGA present - clear water,Routine - Weekly,VT DEC Volunteer,Generally Safe,,,White Caps,,,,,44.5877096,-72.310363
08/05/2018,11:40:00,Caspian Lake,Caspian Lake ,Greensboro,306.0,Caspian Lake,1a - Little or no BGA present - clear water,Routine - Weekly,VT DEC Volunteer,Generally Safe,"Caspian Lake, Weekly report, Greensboro",,Rolling,,,,,44.5877096,-72.310363
08/12/2018,11:25:00,Caspian Lake,Caspian Lake ,Greensboro,306.0,Caspian Lake,1a - Little or no BGA present - clear water,Routine - Weekly,VT DEC Volunteer,Generally Safe,"Caspian Lake, Greensboro, near beach and dam",,Calm,,,,,44.5877096,-72.310363
08/19/2018,10:00:00,Caspian Lake,Caspian Lake ,Greensboro,306.0,Caspian Lake,1a - Little or no BGA present - clear water,Routine - Weekly,VT DEC Volunteer,Generally Safe,"Caspian Lake, Greensboro - weekly report",,Calm,,,,,44.5877096,-72.310363
08/26/2018,12:20:00,Caspian Lake,Caspian Lake ,Greensboro,306.0,Caspian Lake,1a - Little or no BGA present - clear water,Routine - Weekly,VT DEC Volunteer,Generally Safe,"Caspian Lake, Greensboro, weekly report",,Calm,,,,,44.5877096,-72.310363
09/02/2018,10:00:00,Caspian Lake,Caspian Lake ,Greensboro,306.0,Caspian Lake,1a - Little or no BGA present - clear water,Routine - Weekly,VT DEC Volunteer,Generally Safe,"Weekly report, Caspian Lake, Greensboro",,Calm,,,,,44.5877096,-72.310363
09/09/2018,11:30:00,Caspian Lake,Caspian Lake ,Greensboro,306.0,Caspian Lake,1a - Little or no BGA present - clear water,Routine - Weekly,VT DEC Volunteer,Generally Safe,"Weekly report, Caspian lake, Greensboro",,Calm,,,,,44.5877096,-72.310363
06/24/2018,13:05:00,Coles Pond,Coles Pond,Walden,311.0,Coles Pond,1a - Little or no BGA present - clear water,Routine - Weekly,VT DEC Volunteer,Generally Safe,,,Calm,,,,,44.50880029,-72.21574985
07/01/2018,12:00:00,Coles Pond,Coles Pond,Walden,311.0,Coles Pond,1a - Little or no BGA present - clear water,Routine - Weekly,VT DEC Volunteer,Generally Safe,,,Calm,,,,,44.50880029,-72.21574985
07/08/2018,12:25:00,Coles Pond,Coles Pond,Walden,311.0,Coles Pond,1a - Little or no BGA present - clear water,Routine - Weekly,VT DEC Volunteer,Generally Safe,,,Calm,,,,,44.50880029,-72.21574985
07/15/2018,11:30:00,Coles Pond,Coles Pond,Walden,311.0,Coles Pond,1a - Little or no BGA present - clear water,Routine - Weekly,VT DEC Volunteer,Generally Safe,,,Calm,,,,,44.50880029,-72.21574985
07/22/2018,11:40:00,Coles Pond,Coles Pond,Walden,311.0,Coles Pond,1a - Little or no BGA present - clear water,Routine - Weekly,VT DEC Volunteer,Generally Safe,,,Calm,,,,,44.50880029,-72.21574985
07/29/2018,12:00:00,Coles Pond,Coles Pond,Walden,311.0,Coles Pond,1a - Little or no BGA present - clear water,Routine - Weekly,VT DEC Volunteer,Generally Safe,,,Calm,,,,,44.50880029,-72.21574985
08/05/2018,12:00:00,Coles Pond,Coles Pond,Walden,311.0,Coles Pond,1a - Little or no BGA present - clear water,Routine - Weekly,VT DEC Volunteer,Generally Safe,"Coles Pond, Weekly report, Walden ",,Rolling,,,,,44.50880029,-72.21574985
08/12/2018,11:45:00,Coles Pond,Coles Pond,Walden,311.0,Coles Pond,1a - Little or no BGA present - clear water,Routine - Weekly,VT DEC Volunteer,Generally Safe,"Coles Pond, Walden, at public boat access",,Calm,,,,,44.50880029,-72.21574985
08/19/2018,12:05:00,Coles Pond,Coles Pond,Walden,311.0,Coles Pond,1a - Little or no BGA present - clear water,Routine - Weekly,VT DEC Volunteer,Generally Safe,"Coles Pond, Walden - weekly report",,Calm,,,,,44.50880029,-72.21574985
08/26/2018,12:35:00,Coles Pond,Coles Pond,Walden,311.0,Coles Pond,1a - Little or no BGA present - clear water,Routine - Weekly,VT DEC Volunteer,Generally Safe,"Coles Pond, Walden, weekly report",,Calm,,,,,44.50880029,-72.21574985
09/02/2018,11:45:00,Coles Pond,Coles Pond,Walden,311.0,Coles Pond,1a - Little or no BGA present - clear water,Routine - Weekly,VT DEC Volunteer,Generally Safe,"Weekly report, Coles Pond, Walden",,Calm,,,,,44.50880029,-72.21574985
09/09/2018,11:50:00,Coles Pond,Coles Pond,Walden,311.0,Coles Pond,1a - Little or no BGA present - clear water,Routine - Weekly,VT DEC Volunteer,Generally Safe,"Weekly report,  Coles Pond, Walden",,Calm,,,,,44.50880029,-72.21574985
06/26/2018,12:00:00,Fairfield Pond,Fairfield Pond,Fairfield,320.0,Fairfield Pond,3 - BGA bloom in progress (include photos),Supplemental,Other,High Alert,,,Calm,Anabaena,none,not tested,not tested,44.85421848,-72.98971756
06/28/2018,11:30:00,Fairfield Pond,Fairfield Pond,Fairfield,320.0,Fairfield Pond,1c - Little or no BGA present - other material present,Supplemental,VT DEC,Generally Safe,,,Rolling,,,,,44.85421848,-72.98971756
07/16/2018,,High Pond,High Pond ,Sudbury,331.0,High Pond,2 - BGA present - less than bloom levels (include photos),Supplemental,VT DEC,Low Alert,,,,Oscillatoria,,not tested,not tested,43.75333455,-73.15370135
09/18/2018,12:00:00,Joes Pond,Joes Pond ,Cabot,337.0,Joes Pond,2 - BGA present - less than bloom levels (include photos),Supplemental,BloomAlert,Low Alert,northeast area of pond where blooms have been observed previously - near Narrows Drive,,Calm,"Anabaena, Aphanothece, Microcystis, Woronichinia/Coelosphaerium",,not tested,not tested,44.41193777,-72.22366465
09/20/2018,16:00:00,Joes Pond,Joes Pond ,Cabot,337.0,Joes Pond,1c - Little or no BGA present - other material present,Supplemental,BloomAlert,Generally Safe,,,Rolling,,,,,44.41193777,-72.22366465
06/22/2018,12:37:00,Lake Memphremagog,Lake Memphremagog,Derby,342.0,Newport City Dock,2 - BGA present - less than bloom levels (include photos),Supplemental,MWA Volunteer,Low Alert,,,Calm,,,,,44.93686,-72.2122
06/23/2018,11:30:00,Lake Memphremagog,Lake Memphremagog,Newport,342.0,Newport City Dock,1d - Little BGA present - recreation not impaired,Supplemental,MWA Volunteer,Generally Safe,,,Calm,,,,,44.93686,-72.2122
06/25/2018,15:40:00,Lake Memphremagog,Lake Memphremagog,Newport City,342.0,Newport City Dock ,1c - Little or no BGA present - other material present,Routine - Weekly,MWA Volunteer,Generally Safe,,,Rolling,,,,,44.93686,-72.2122
07/02/2018,12:10:00,Lake Memphremagog,Lake Memphremagog,Newport City,342.0,Newport City Dock ,1a - Little or no BGA present - clear water,Routine - Weekly,MWA Volunteer,Generally Safe,,,Calm,,,,,44.93686,-72.2122
07/02/2018,12:10:00,Lake Memphremagog,Lake Memphremagog,Newport City,342.0,Newport City Dock ,1a - Little or no BGA present - clear water,Routine - Weekly,MWA Volunteer,Generally Safe,,,Calm,,,,,44.93686,-72.2122
07/09/2018,12:30:00,Lake Memphremagog,Lake Memphremagog,Newport City,342.0,Newport City Dock ,1a - Little or no BGA present - clear water,Routine - Weekly,MWA Volunteer,Generally Safe,,,Calm,,,,,44.93686,-72.2122
07/16/2018,13:20:00,Lake Memphremagog,Lake Memphremagog,Newport City,342.0,Newport City Dock ,1a - Little or no BGA present - clear water,Routine - Weekly,MWA Volunteer,Generally Safe,,,Calm,,,,,44.93686,-72.2122
07/22/2018,12:20:00,Lake Memphremagog,Lake Memphremagog,Newport City,342.0,Newport City Dock,1a - Little or no BGA present - clear water,Routine - Weekly,MWA Volunteer,Generally Safe,,,Calm,,,,,44.93686,-72.2122
07/22/2018,13:10:00,Lake Memphremagog,Lake Memphremagog,Newport City,342.0,Newport City Dock ,1a - Little or no BGA present - clear water,Routine - Weekly,MWA Volunteer,Generally Safe,,,Calm,,,,,44.93686,-72.2122
07/30/2018,12:05:00,Lake Memphremagog,Lake Memphremagog,Newport City,342.0,Newport City Dock ,1b - Little or no BGA present - brown or turbid water,Routine - Weekly,MWA Volunteer,Generally Safe,,,Calm,,,,,44.93686,-72.2122
08/08/2018,12:15:00,Lake Memphremagog,Lake Memphremagog,Newport City,342.0,Newport City Dock ,1c - Little or no BGA present - other material present,Routine - Weekly,MWA Volunteer,Generally Safe,,,Calm,,,,,44.93686,-72.2122
08/14/2018,12:15:00,Lake Memphremagog,Lake Memphremagog,Newport City,342.0,Newport City Dock ,1c - Little or no BGA present - other material present,Routine - Weekly,MWA Volunteer,Generally Safe,Newport City Dock,,Calm,,,,,44.93686,-72.2122
08/20/2018,12:25:00,Lake Memphremagog,Lake Memphremagog,Newport City,342.0,Newport City Dock ,1c - Little or no BGA present - other material present,Routine - Weekly,MWA Volunteer,Generally Safe,,,Calm,,,,,44.93686,-72.2122
09/04/2018,15:00:00,Lake Memphremagog,Lake Memphremagog,Newport City,342.0,Newport City Dock ,1c - Little or no BGA present - other material present,Routine - Weekly,MWA Volunteer,Generally Safe,,,Calm,,,,,44.93686,-72.2122
09/10/2018,13:45:00,Lake Memphremagog,Lake Memphremagog,Newport City,342.0,Newport City Dock ,1c - Little or no BGA present - other material present,Routine - Weekly,MWA Volunteer,Generally Safe,,,Calm,,,,,44.93686,-72.2122
09/15/2018,14:15:00,Lake Memphremagog,Lake Memphremagog,Newport,342.0,Newport City Dock ,1c - Little or no BGA present - other material present,Supplemental,LCC Staff,Generally Safe,,,Calm,,,,,44.93686,-72.2122
09/27/2018,18:00:00,Lake Memphremagog,Lake Memphremagog,Newport,342.0,Newport City Dock ,3 - BGA bloom in progress (include photos),Supplemental,MWA Volunteer,High Alert,,,Calm,,,,,44.93686,-72.2122
09/29/2018,13:30:00,Lake Memphremagog,Lake Memphremagog,Newport,342.0,Newport City Dock,1d - Little BGA present - recreation not impaired,Supplemental,MWA Volunteer,Generally Safe,,,Calm,,,,,44.93686,-72.2122
10/04/2018,16:30:00,Lake Memphremagog,Lake Memphremagog,Newport,342.0,Newport City Dock,2 - BGA present - less than bloom levels (include photos),Supplemental,MWA Volunteer,Low Alert,,,Calm,,,,,44.93686,-72.2122
10/08/2018,15:00:00,Lake Memphremagog,Lake Memphremagog,Newport,342.0,Newport City Dock ,3 - BGA bloom in progress (include photos),Supplemental,MWA Volunteer,High Alert,,,Calm,,,,,44.93686,-72.2122
10/10/2018,,Lake Memphremagog,Lake Memphremagog,Newport,342.0,Newport City Dock,2 - BGA present - less than bloom levels (include photos),Supplemental,MWA Volunteer,Low Alert,,,Calm,,,,,44.93686,-72.2122
10/11/2018,15:00:00,Lake Memphremagog,Lake Memphremagog,Newport,342.0,Newport City Dock,2 - BGA present - less than bloom levels (include photos),Supplemental,MWA Volunteer,Low Alert,,,Rolling,,,,,44.93686,-72.2122
10/15/2018,16:00:00,Lake Memphremagog,Lake Memphremagog,Newport,342.0,Newport City Dock ,1d - Little BGA present - recreation not impaired,Supplemental,MWA Volunteer,Generally Safe,"The past twenty four hours have varied from sunny & still to cloudy, rainy and modest winds.",,Calm,,,,,44.93686,-72.2122
10/23/2018,12:00:00,Lake Memphremagog,Lake Memphremagog,Newport,342.0,Newport City Dock ,3 - BGA bloom in progress (include photos),Supplemental,MWA Volunteer,High Alert,Today was relatively calm with overcast and an occasional gentle misting.,,Calm,,,,,44.93686,-72.2122
10/23/2018,12:00:00,Lake Memphremagog,Lake Memphremagog,Newport,342.0,Newport City Dock ,3 - BGA bloom in progress (include photos),Supplemental,MWA Volunteer,High Alert,Today was relatively calm with overcast and an occasional gentle misting,,Calm,,,,,44.93686,-72.2122
06/15/2018,10:30:00,Lake Morey,Lake Morey ,Fairlee,345.0,Lake Morey,1a - Little or no BGA present - clear water,Routine - Weekly,VT DEC Volunteer,Generally Safe,,69,Rolling,,,,,43.92139377,-72.15318576
06/22/2018,13:00:00,Lake Morey,Lake Morey ,Fairlee,345.0,Lake Morey,1a - Little or no BGA present - clear water,Routine - Weekly,VT DEC Volunteer,Generally Safe,,74,Rolling,,,,,43.92139377,-72.15318576
07/06/2018,10:30:00,Lake Morey,Lake Morey ,Fairlee,345.0,Lake Morey,1a - Little or no BGA present - clear water,Routine - Weekly,VT DEC Volunteer,Generally Safe,,82,Calm,,,,,43.92139377,-72.15318576
07/13/2018,10:30:00,Lake Morey,Lake Morey ,Fairlee,345.0,Lake Morey,1a - Little or no BGA present - clear water,Routine - Weekly,VT DEC Volunteer,Generally Safe,,80,Calm,,,,,43.92139377,-72.15318576
08/11/2018,10:00:00,Lake Morey,Lake Morey ,Fairlee,345.0,Lake Morey,1d - Little BGA present - recreation not impaired,Routine - Weekly,VT DEC Volunteer,Generally Safe,,80,Rolling,,,,,43.92139377,-72.15318576
09/05/2018,,Lake Morey,Lake Morey ,Fairlee,345.0,Lake Morey,2 - BGA present - less than bloom levels (include photos),Supplemental,Other,Low Alert,Observed pinhead size green dots throughout water depth at Lake Morey in Fairlee,,Calm,,,,,43.92139377,-72.15318576
09/14/2018,10:00:00,Lake Morey,Lake Morey ,Fairlee,345.0,Lake Morey,1d - Little BGA present - recreation not impaired,Routine - Weekly,Other,Generally Safe,,72,Rolling,,,,,43.92139377,-72.15318576
09/15/2018,15:30:00,Lake Morey,Lake Morey ,Fairlee,345.0,Lake Morey,3 - BGA bloom in progress (include photos),Supplemental,VT DEC Volunteer,High Alert,,,Calm,,,,,43.92139377,-72.15318576
08/28/2018,13:00:00,Nichols Pond,Nichols Pond,Woodbury,347.0,Nichols Pond,2 - BGA present - less than bloom levels (include photos),Supplemental,Other,Low Alert,,,Calm,"Anabaena, Aphanothece, Woronichinia/Coelosphaerium","Aphanocapsa, Chroococcus, Chrysophytes, green algae, cryptophyte flagellates, diatoms, unidentified cyanobacteria cells",not tested,not tested,44.45748376,-72.3442651
09/13/2018,12:40:00,Lake Salem,Lake Salem,Derby,356.0,Lake Salem,3 - BGA bloom in progress (include photos),Supplemental,Other,High Alert,,,Calm,,,,,44.93076386,-72.10534703
09/14/2018,15:00:00,Lake Salem,Lake Salem,Derby,356.0,Lake Salem,2 - BGA present - less than bloom levels (include photos),Supplemental,VT DEC,Low Alert,,,Calm,,,,,44.93076386,-72.10534703
06/22/2018,15:00:00,Lake Memphremagog,Lake Memphremagog,Newport City,362.0,South Bay,1a - Little or no BGA present - clear water,Routine - Weekly,MWA Volunteer,Generally Safe,,,Rolling,,,,,44.91708494,-72.2099446
06/28/2018,15:00:00,Lake Memphremagog,Lake Memphremagog,Newport City,362.0,South Bay,1b - Little or no BGA present - brown or turbid water,Routine - Weekly,MWA Volunteer,Generally Safe,,,Calm,,,,,44.91708494,-72.2099446
06/17/2018,11:40:00,Lake St. Catherine,Lake St. Catherine,Poultney,363.0,Lake St. Catherine - Inlet on Hall Bay,3 - BGA bloom in progress (include photos),Supplemental,BloomAlert,High Alert,NRC reached out to VDH after being called to respond to a paint spill.,,Calm,anabaena flos-aquae,,,,43.4675507,-73.20637782
