vct_report_date,vct_region,vct_water_surface,vct_water_temp,vct_anabaena,vct_aphanizomenon,vct_microcystin,vct_oscillatoria,vct_day_of_year
2022-01-11,Missisquoi Bay,,,,,,,10
2022-01-12,Missisquoi Bay,,,,,,,11
2022-01-13,Missisquoi Bay,,,,,,,12
2022-01-14,Missisquoi Bay,,,,,,,13
2022-01-15,Missisquoi Bay,,,,,,,14
2022-01-16,Missisquoi Bay,,,,,,,15
2022-01-17,Missisquoi Bay,,,,,,,16
2022-01-18,Missisquoi Bay,,,,,,,17
2022-01-19,Missisquoi Bay,,,,,,,18
2022-01-20,Missisquoi Bay,,,,,,,19
2022-01-21,Missisquoi Bay,,,,,,,20
2022-01-22,Missisquoi Bay,,,,,,,21
2022-01-23,Missisquoi Bay,,,,,,,22
2022-01-24,Missisquoi Bay,,,,,,,23
2022-01-25,Missisquoi Bay,,,,,,,24
2022-01-26,Missisquoi Bay,,,,,,,25
2022-01-27,Missisquoi Bay,,,,,,,26
2022-01-28,Missisquoi Bay,,,,,,,27
2022-01-29,Missisquoi Bay,,,,,,,28
2022-01-30,Missisquoi Bay,,,,,,,29
2022-01-31,Missisquoi Bay,,,,,,,30
2022-02-01,Missisquoi Bay,,,,,,,31
2022-02-02,Missisquoi Bay,,,,,,,32
2022-02-03,Missisquoi Bay,,,,,,,33
2022-02-04,Missisquoi Bay,,,,,,,34
2022-02-05,Missisquoi Bay,,,,,,,35
2022-02-06,Missisquoi Bay,,,,,,,36
2022-02-07,Missisquoi Bay,,,,,,,37
2022-02-08,Missisquoi Bay,,,,,,,38
2022-02-09,Missisquoi Bay,,,,,,,39
2022-02-10,Missisquoi Bay,,,,,,,40
2022-02-11,Missisquoi Bay,,,,,,,41
2022-02-12,Missisquoi Bay,,,,,,,42
2022-02-13,Missisquoi Bay,,,,,,,43
2022-02-14,Missisquoi Bay,,,,,,,44
2022-02-15,Missisquoi Bay,,,,,,,45
2022-02-16,Missisquoi Bay,,,,,,,46
2022-02-17,Missisquoi Bay,,,,,,,47
2022-02-18,Missisquoi Bay,,,,,,,48
2022-02-19,Missisquoi Bay,,,,,,,49
2022-02-20,Missisquoi Bay,,,,,,,50
2022-02-21,Missisquoi Bay,,,,,,,51
2022-02-22,Missisquoi Bay,,,,,,,52
2022-02-23,Missisquoi Bay,,,,,,,53
2022-02-24,Missisquoi Bay,,,,,,,54
2022-02-25,Missisquoi Bay,,,,,,,55
2022-02-26,Missisquoi Bay,,,,,,,56
2022-02-27,Missisquoi Bay,,,,,,,57
2022-02-28,Missisquoi Bay,,,,,,,58
2022-03-01,Missisquoi Bay,,,,,,,59
2022-03-02,Missisquoi Bay,,,,,,,60
2022-03-03,Missisquoi Bay,,,,,,,61
2022-03-04,Missisquoi Bay,,,,,,,62
2022-03-05,Missisquoi Bay,,,,,,,63
2022-03-06,Missisquoi Bay,,,,,,,64
2022-03-07,Missisquoi Bay,,,,,,,65
2022-03-08,Missisquoi Bay,,,,,,,66
2022-03-09,Missisquoi Bay,,,,,,,67
2022-03-10,Missisquoi Bay,,,,,,,68
2022-03-11,Missisquoi Bay,,,,,,,69
2022-03-12,Missisquoi Bay,,,,,,,70
2022-03-13,Missisquoi Bay,,,,,,,71
2022-03-14,Missisquoi Bay,,,,,,,72
2022-03-15,Missisquoi Bay,,,,,,,73
2022-03-16,Missisquoi Bay,,,,,,,74
2022-03-17,Missisquoi Bay,,,,,,,75
2022-03-18,Missisquoi Bay,,,,,,,76
2022-03-19,Missisquoi Bay,,,,,,,77
2022-03-20,Missisquoi Bay,,,,,,,78
2022-03-21,Missisquoi Bay,,,,,,,79
2022-03-22,Missisquoi Bay,,,,,,,80
2022-03-23,Missisquoi Bay,,,,,,,81
2022-03-24,Missisquoi Bay,,,,,,,82
2022-03-25,Missisquoi Bay,,,,,,,83
2022-03-26,Missisquoi Bay,,,,,,,84
2022-03-27,Missisquoi Bay,,,,,,,85
2022-03-28,Missisquoi Bay,,,,,,,86
2022-03-29,Missisquoi Bay,,,,,,,87
2022-03-30,Missisquoi Bay,,,,,,,88
2022-03-31,Missisquoi Bay,,,,,,,89
2022-04-01,Missisquoi Bay,,,,,,,90
2022-04-02,Missisquoi Bay,,,,,,,91
2022-04-03,Missisquoi Bay,,,,,,,92
2022-04-04,Missisquoi Bay,,,,,,,93
2022-04-05,Missisquoi Bay,,,,,,,94
2022-04-06,Missisquoi Bay,,,,,,,95
2022-04-07,Missisquoi Bay,,,,,,,96
2022-04-08,Missisquoi Bay,,,,,,,97
2022-04-09,Missisquoi Bay,,,,,,,98
2022-04-10,Missisquoi Bay,,,,,,,99
2022-04-11,Missisquoi Bay,,,,,,,100
2022-04-12,Missisquoi Bay,,,,,,,101
2022-04-13,Missisquoi Bay,,,,,,,102
2022-04-14,Missisquoi Bay,,,,,,,103
2022-04-15,Missisquoi Bay,,,,,,,104
2022-04-16,Missisquoi Bay,,,,,,,105
2022-04-17,Missisquoi Bay,,,,,,,106
2022-04-18,Missisquoi Bay,,,,,,,107
2022-04-19,Missisquoi Bay,,,,,,,108
2022-04-20,Missisquoi Bay,,,,,,,109
2022-04-21,Missisquoi Bay,,,,,,,110
2022-04-22,Missisquoi Bay,,,,,,,111
2022-04-23,Missisquoi Bay,,,,,,,112
2022-04-24,Missisquoi Bay,,,,,,,113
2022-04-25,Missisquoi Bay,,,,,,,114
2022-04-26,Missisquoi Bay,,,,,,,115
2022-04-27,Missisquoi Bay,,,,,,,116
2022-04-28,Missisquoi Bay,,,,,,,117
2022-04-29,Missisquoi Bay,,,,,,,118
2022-04-30,Missisquoi Bay,,,,,,,119
2022-05-01,Missisquoi Bay,,,,,,,120
2022-05-02,Missisquoi Bay,,,,,,,121
2022-05-03,Missisquoi Bay,,,,,,,122
2022-05-04,Missisquoi Bay,,,,,,,123
2022-05-05,Missisquoi Bay,,,,,,,124
2022-05-06,Missisquoi Bay,,,,,,,125
2022-05-07,Missisquoi Bay,,,,,,,126
2022-05-08,Missisquoi Bay,,,,,,,127
2022-05-09,Missisquoi Bay,,,,,,,128
2022-05-10,Missisquoi Bay,,,,,,,129
2022-05-11,Missisquoi Bay,,,,,,,130
2022-05-12,Missisquoi Bay,,,,,,,131
2022-05-13,Missisquoi Bay,,,,,,,132
2022-05-14,Missisquoi Bay,,,,,,,133
2022-05-15,Missisquoi Bay,,,,,,,134
2022-05-16,Missisquoi Bay,,,,,,,135
2022-05-17,Missisquoi Bay,,,,,,,136
2022-05-18,Missisquoi Bay,,,,,,,137
2022-05-19,Missisquoi Bay,,,,,,,138
2022-05-20,Missisquoi Bay,,,,,,,139
2022-05-21,Missisquoi Bay,,,,,,,140
2022-05-22,Missisquoi Bay,,,,,,,141
2022-05-23,Missisquoi Bay,,,,,,,142
2022-05-24,Missisquoi Bay,,,,,,,143
2022-05-25,Missisquoi Bay,,,,,,,144
2022-05-26,Missisquoi Bay,,,,,,,145
2022-05-27,Missisquoi Bay,,,,,,,146
2022-05-28,Missisquoi Bay,,,,,,,147
2022-05-29,Missisquoi Bay,,,,,,,148
2022-05-30,Missisquoi Bay,,,,,,,149
2022-05-31,Missisquoi Bay,,,,,,,150
2022-06-01,Missisquoi Bay,,,,,,,151
2022-06-02,Missisquoi Bay,,,,,,,152
2022-06-03,Missisquoi Bay,,,,,,,153
2022-06-04,Missisquoi Bay,,,,,,,154
2022-06-05,Missisquoi Bay,,,,,,,155
2022-06-06,Missisquoi Bay,,,,,,,156
2022-06-07,Missisquoi Bay,,,,,,,157
2022-06-08,Missisquoi Bay,,,,,,,158
2022-06-09,Missisquoi Bay,,,,,,,159
2022-06-10,Missisquoi Bay,,,,,,,160
2022-06-11,Missisquoi Bay,,,,,,,161
2022-06-12,Missisquoi Bay,,,,,,,162
2022-06-13,Missisquoi Bay,,,,,,,163
2022-06-14,Missisquoi Bay,,,,,,,164
2022-06-15,Missisquoi Bay,,,,,,,165
2022-06-16,Missisquoi Bay,,,,,,,166
2022-06-17,Missisquoi Bay,,,,,,,167
2022-06-18,Missisquoi Bay,,,,,,,168
2022-06-19,Missisquoi Bay,,,,,,,169
2022-06-20,Missisquoi Bay,,,,,,,170
2022-06-21,Missisquoi Bay,,,,,,,171
2022-06-22,Missisquoi Bay,0.0,,0.0,0.0,0.0,0.0,172
2022-06-23,Missisquoi Bay,0.0,,0.0,0.0,0.0,0.0,173
2022-06-24,Missisquoi Bay,0.0,,0.0,0.0,0.0,0.0,174
2022-06-25,Missisquoi Bay,0.0,,0.0,0.0,0.0,0.0,175
2022-06-26,Missisquoi Bay,0.0,,0.0,0.0,0.0,0.0,176
2022-06-27,Missisquoi Bay,0.0,,0.0,0.0,0.0,0.0,177
2022-06-28,Missisquoi Bay,0.0,,0.0,0.0,0.0,0.0,178
2022-06-29,Missisquoi Bay,0.0,67.0,0.0,0.0,0.0,0.0,179
2022-06-30,Missisquoi Bay,0.0,67.0,0.0,0.0,0.0,0.0,180
2022-07-01,Missisquoi Bay,0.0,67.0,0.0,0.0,0.0,0.0,181
2022-07-02,Missisquoi Bay,0.0,67.0,0.0,0.0,0.0,0.0,182
2022-07-03,Missisquoi Bay,0.0,67.0,0.0,0.0,0.0,0.0,183
2022-07-04,Missisquoi Bay,0.5,71.0,0.0,0.0,0.0,0.0,184
2022-07-05,Missisquoi Bay,0.3333333333333333,72.33333333333333,0.0,0.0,0.0,0.0,185
2022-07-06,Missisquoi Bay,0.3333333333333333,75.0,0.0,0.0,0.0,0.0,186
2022-07-07,Missisquoi Bay,0.3333333333333333,75.0,0.0,0.0,0.0,0.0,187
2022-07-08,Missisquoi Bay,0.25,75.0,0.0,0.0,0.0,0.0,188
2022-07-09,Missisquoi Bay,0.25,75.0,0.0,0.0,0.0,0.0,189
2022-07-10,Missisquoi Bay,0.2,75.0,0.0,0.0,0.0,0.0,190
2022-07-11,Missisquoi Bay,0.0,75.0,0.0,0.0,0.0,0.0,191
2022-07-12,Missisquoi Bay,0.0,75.0,1.0,0.0,1.0,0.0,192
2022-07-13,Missisquoi Bay,0.0,75.0,1.0,0.0,1.0,0.0,193
2022-07-14,Missisquoi Bay,0.0,75.0,1.0,0.0,1.0,0.0,194
2022-07-15,Missisquoi Bay,0.0,75.0,1.0,0.0,1.0,0.0,195
2022-07-16,Missisquoi Bay,0.0,75.0,1.0,0.0,1.0,0.0,196
2022-07-17,Missisquoi Bay,0.0,,1.0,0.0,1.0,0.0,197
2022-07-18,Missisquoi Bay,0.0,,1.0,0.0,1.0,0.0,198
2022-07-19,Missisquoi Bay,,,,,,,199
2022-07-20,Missisquoi Bay,2.0,76.0,1.0,1.0,1.0,0.0,200
2022-07-21,Missisquoi Bay,2.0,76.0,1.0,1.0,1.0,0.0,201
2022-07-22,Missisquoi Bay,2.0,76.0,1.0,1.0,1.0,0.0,202
2022-07-23,Missisquoi Bay,2.0,76.0,1.0,1.0,1.0,0.0,203
2022-07-24,Missisquoi Bay,2.0,76.0,1.0,1.0,1.0,0.0,204
2022-07-25,Missisquoi Bay,2.0,76.0,1.0,1.0,1.0,0.0,205
2022-07-26,Missisquoi Bay,2.0,76.0,1.0,1.0,1.0,0.0,206
2022-07-27,Missisquoi Bay,,,,,,,207
2022-07-28,Missisquoi Bay,,,,,,,208
2022-07-29,Missisquoi Bay,,,,,,,209
2022-07-30,Missisquoi Bay,,,,,,,210
2022-07-31,Missisquoi Bay,,,,,,,211
2022-08-01,Missisquoi Bay,,,,,,,212
2022-08-02,Missisquoi Bay,,,,,,,213
2022-08-03,Missisquoi Bay,0.0,,0.0,0.0,0.0,0.0,214
2022-08-04,Missisquoi Bay,0.0,,0.0,0.0,0.0,0.0,215
2022-08-05,Missisquoi Bay,0.0,,0.0,0.0,0.0,0.0,216
2022-08-06,Missisquoi Bay,1.0,75.0,1.0,0.0,1.0,0.0,217
2022-08-07,Missisquoi Bay,0.6666666666666666,75.0,1.0,0.0,1.0,0.0,218
2022-08-08,Missisquoi Bay,0.5,75.0,1.0,0.0,1.0,0.0,219
2022-08-09,Missisquoi Bay,0.5,75.0,1.0,1.0,1.0,0.0,220
2022-08-10,Missisquoi Bay,0.625,75.0,1.0,1.0,1.0,0.0,221
2022-08-11,Missisquoi Bay,0.5,75.0,1.0,1.0,1.0,0.0,222
2022-08-12,Missisquoi Bay,0.5,75.0,1.0,1.0,1.0,0.0,223
2022-08-13,Missisquoi Bay,0.2,75.0,0.0,1.0,1.0,0.0,224
2022-08-14,Missisquoi Bay,0.4,75.0,0.0,1.0,1.0,0.0,225
2022-08-15,Missisquoi Bay,0.4,75.0,0.0,1.0,1.0,0.0,226
2022-08-16,Missisquoi Bay,0.3,74.3,1.0,1.0,1.0,0.0,227
2022-08-17,Missisquoi Bay,0.4166666666666667,74.3,1.0,1.0,1.0,0.0,228
2022-08-18,Missisquoi Bay,0.5,74.125,1.0,1.0,1.0,0.0,229
2022-08-19,Missisquoi Bay,0.5,73.83333333333333,1.0,1.0,1.0,0.0,230
2022-08-20,Missisquoi Bay,0.5,73.83333333333333,1.0,1.0,1.0,0.0,231
2022-08-21,Missisquoi Bay,0.3333333333333333,73.25,1.0,1.0,1.0,0.0,232
2022-08-22,Missisquoi Bay,0.5,71.5,1.0,1.0,1.0,0.0,233
2022-08-23,Missisquoi Bay,1.0,,0.0,0.0,0.0,0.0,234
2022-08-24,Missisquoi Bay,0.5,,0.0,0.0,1.0,0.0,235
2022-08-25,Missisquoi Bay,0.5,,0.0,0.0,1.0,0.0,236
2022-08-26,Missisquoi Bay,1.25,75.0,0.0,1.0,1.0,0.0,237
2022-08-27,Missisquoi Bay,1.25,75.0,0.0,1.0,1.0,0.0,238
2022-08-28,Missisquoi Bay,1.25,75.0,0.0,1.0,1.0,0.0,239
2022-08-29,Missisquoi Bay,1.25,75.0,0.0,1.0,1.0,0.0,240
2022-08-30,Missisquoi Bay,0.8333333333333334,75.0,0.0,1.0,1.0,0.0,241
2022-08-31,Missisquoi Bay,1.0,75.0,0.0,1.0,1.0,0.0,242
2022-09-01,Missisquoi Bay,1.0,75.0,0.0,1.0,1.0,0.0,243
2022-09-02,Missisquoi Bay,0.0,,0.0,1.0,0.0,0.0,244
2022-09-03,Missisquoi Bay,0.0,,0.0,1.0,0.0,0.0,245
2022-09-04,Missisquoi Bay,0.0,,0.0,1.0,0.0,0.0,246
2022-09-05,Missisquoi Bay,0.0,,0.0,1.0,0.0,0.0,247
2022-09-06,Missisquoi Bay,,,,,,,248
2022-09-07,Missisquoi Bay,0.0,70.0,0.0,0.0,0.0,0.0,249
2022-09-08,Missisquoi Bay,0.0,70.0,0.0,0.0,0.0,0.0,250
2022-09-09,Missisquoi Bay,0.0,70.0,0.0,0.0,0.0,0.0,251
2022-09-10,Missisquoi Bay,0.0,70.0,0.0,0.0,0.0,0.0,252
2022-09-11,Missisquoi Bay,0.0,70.0,0.0,0.0,0.0,0.0,253
2022-09-12,Missisquoi Bay,0.0,70.0,0.0,0.0,0.0,0.0,254
2022-09-13,Missisquoi Bay,0.0,70.0,0.0,0.0,0.0,0.0,255
2022-09-14,Missisquoi Bay,0.0,,0.0,1.0,1.0,0.0,256
2022-09-15,Missisquoi Bay,0.0,,0.0,1.0,1.0,0.0,257
2022-09-16,Missisquoi Bay,0.0,,0.0,1.0,1.0,0.0,258
2022-09-17,Missisquoi Bay,0.0,,0.0,1.0,1.0,0.0,259
2022-09-18,Missisquoi Bay,0.0,,0.0,1.0,1.0,0.0,260
2022-09-19,Missisquoi Bay,0.0,,0.0,1.0,1.0,0.0,261
2022-09-20,Missisquoi Bay,0.0,,0.0,1.0,1.0,0.0,262
2022-09-21,Missisquoi Bay,0.5,,1.0,0.0,1.0,0.0,263
2022-09-22,Missisquoi Bay,0.5,,1.0,0.0,1.0,0.0,264
2022-09-23,Missisquoi Bay,0.5,,1.0,0.0,1.0,0.0,265
2022-09-24,Missisquoi Bay,0.5,,1.0,0.0,1.0,0.0,266
2022-09-25,Missisquoi Bay,0.5,,1.0,0.0,1.0,0.0,267
2022-09-26,Missisquoi Bay,0.5,,1.0,0.0,1.0,0.0,268
2022-09-27,Missisquoi Bay,0.5,,1.0,0.0,1.0,0.0,269
2022-09-28,Missisquoi Bay,0.0,,0.0,0.0,0.0,0.0,270
2022-09-29,Missisquoi Bay,0.0,,0.0,0.0,0.0,0.0,271
2022-09-30,Missisquoi Bay,0.0,,0.0,0.0,0.0,0.0,272
2022-10-01,Missisquoi Bay,0.0,,0.0,0.0,0.0,0.0,273
2022-10-02,Missisquoi Bay,0.0,,0.0,0.0,0.0,0.0,274
2022-10-03,Missisquoi Bay,0.0,,0.0,0.0,0.0,0.0,275
2022-10-04,Missisquoi Bay,0.0,,0.0,0.0,0.0,0.0,276
2022-10-05,Missisquoi Bay,0.0,62.0,0.0,0.0,0.0,0.0,277
2022-10-06,Missisquoi Bay,0.0,62.0,0.0,0.0,0.0,0.0,278
2022-10-07,Missisquoi Bay,0.0,62.0,0.0,0.0,0.0,0.0,279
2022-10-08,Missisquoi Bay,0.0,62.0,0.0,0.0,0.0,0.0,280
2022-10-09,Missisquoi Bay,0.0,62.0,0.0,0.0,0.0,0.0,281
2022-10-10,Missisquoi Bay,0.0,62.0,0.0,0.0,0.0,0.0,282
2022-10-11,Missisquoi Bay,0.0,62.0,0.0,0.0,0.0,0.0,283
2022-10-12,Missisquoi Bay,0.0,,0.0,0.0,0.0,0.0,284
2022-10-13,Missisquoi Bay,0.0,,0.0,0.0,0.0,0.0,285
2022-10-14,Missisquoi Bay,0.0,,0.0,0.0,0.0,0.0,286
2022-10-15,Missisquoi Bay,0.0,,0.0,0.0,0.0,0.0,287
2022-10-16,Missisquoi Bay,0.0,,0.0,0.0,0.0,0.0,288
2022-10-17,Missisquoi Bay,0.0,,0.0,0.0,0.0,0.0,289
2022-10-18,Missisquoi Bay,0.0,,0.0,0.0,0.0,0.0,290
2022-10-19,Missisquoi Bay,0.0,,0.0,0.0,0.0,0.0,291
2022-10-20,Missisquoi Bay,0.5,54.0,0.0,0.0,0.0,0.0,292
2022-10-21,Missisquoi Bay,0.5,54.0,0.0,0.0,0.0,0.0,293
2022-10-22,Missisquoi Bay,0.5,54.0,0.0,0.0,0.0,0.0,294
2022-10-23,Missisquoi Bay,0.5,54.0,0.0,0.0,0.0,0.0,295
2022-10-24,Missisquoi Bay,0.5,54.0,0.0,0.0,0.0,0.0,296
2022-10-25,Missisquoi Bay,0.5,54.0,0.0,0.0,0.0,0.0,297
2022-10-26,Missisquoi Bay,0.5,54.0,0.0,0.0,0.0,0.0,298
2022-10-27,Missisquoi Bay,0.0,,0.0,0.0,0.0,0.0,299
2022-10-28,Missisquoi Bay,0.0,,0.0,0.0,0.0,0.0,300
2022-10-29,Missisquoi Bay,0.0,,0.0,0.0,0.0,0.0,301
2022-10-30,Missisquoi Bay,0.0,,0.0,0.0,0.0,0.0,302
2022-10-31,Missisquoi Bay,0.0,,0.0,0.0,0.0,0.0,303
2022-11-01,Missisquoi Bay,0.0,,0.0,0.0,0.0,0.0,304
2022-11-02,Missisquoi Bay,,,,,,,305
2022-11-03,Missisquoi Bay,0.0,,0.0,0.0,0.0,0.0,306
2022-11-04,Missisquoi Bay,0.0,,0.0,0.0,0.0,0.0,307
2022-11-05,Missisquoi Bay,0.0,,0.0,0.0,0.0,0.0,308
2022-11-06,Missisquoi Bay,0.0,,0.0,0.0,0.0,0.0,309
2022-11-07,Missisquoi Bay,0.0,,0.0,0.0,0.0,0.0,310
2022-11-08,Missisquoi Bay,0.0,,0.0,0.0,0.0,0.0,311
2022-11-09,Missisquoi Bay,0.0,,0.0,0.0,0.0,0.0,312
2022-11-10,Missisquoi Bay,,,,,,,313
2022-11-11,Missisquoi Bay,,,,,,,314
2022-11-12,Missisquoi Bay,,,,,,,315
2022-11-13,Missisquoi Bay,,,,,,,316
2022-11-14,Missisquoi Bay,,,,,,,317
2022-11-15,Missisquoi Bay,,,,,,,318
2022-11-16,Missisquoi Bay,,,,,,,319
2022-11-17,Missisquoi Bay,,,,,,,320
2022-11-18,Missisquoi Bay,,,,,,,321
2022-11-19,Missisquoi Bay,,,,,,,322
2022-11-20,Missisquoi Bay,,,,,,,323
2022-11-21,Missisquoi Bay,,,,,,,324
2022-11-22,Missisquoi Bay,,,,,,,325
2022-11-23,Missisquoi Bay,,,,,,,326
2022-11-24,Missisquoi Bay,,,,,,,327
2022-11-25,Missisquoi Bay,,,,,,,328
2022-11-26,Missisquoi Bay,,,,,,,329
2022-11-27,Missisquoi Bay,,,,,,,330
2022-11-28,Missisquoi Bay,,,,,,,331
2022-11-29,Missisquoi Bay,,,,,,,332
2022-11-30,Missisquoi Bay,,,,,,,333
2022-12-01,Missisquoi Bay,,,,,,,334
2022-12-02,Missisquoi Bay,,,,,,,335
2022-12-03,Missisquoi Bay,,,,,,,336
2022-12-04,Missisquoi Bay,,,,,,,337
2022-12-05,Missisquoi Bay,,,,,,,338
2022-12-06,Missisquoi Bay,,,,,,,339
2022-12-07,Missisquoi Bay,,,,,,,340
2022-12-08,Missisquoi Bay,,,,,,,341
2022-12-09,Missisquoi Bay,,,,,,,342
2022-12-10,Missisquoi Bay,,,,,,,343
2022-12-11,Missisquoi Bay,,,,,,,344
2022-12-12,Missisquoi Bay,,,,,,,345
2022-12-13,Missisquoi Bay,,,,,,,346
2022-12-14,Missisquoi Bay,,,,,,,347
2022-12-15,Missisquoi Bay,,,,,,,348
2022-12-16,Missisquoi Bay,,,,,,,349
2022-12-17,Missisquoi Bay,,,,,,,350
2022-12-18,Missisquoi Bay,,,,,,,351
2022-12-19,Missisquoi Bay,,,,,,,352
2022-12-20,Missisquoi Bay,,,,,,,353
2022-12-21,Missisquoi Bay,,,,,,,354
2022-12-22,Missisquoi Bay,,,,,,,355
2022-12-23,Missisquoi Bay,,,,,,,356
2022-12-24,Missisquoi Bay,,,,,,,357
2022-12-25,Missisquoi Bay,,,,,,,358
2022-12-26,Missisquoi Bay,,,,,,,359
2022-12-27,Missisquoi Bay,,,,,,,360
2022-12-28,Missisquoi Bay,,,,,,,361
2022-12-29,Missisquoi Bay,,,,,,,362
2022-12-30,Missisquoi Bay,,,,,,,363
2022-12-31,Missisquoi Bay,,,,,,,364
2015-01-01,St. Albans Bay,,,,,,,0
2015-01-02,St. Albans Bay,,,,,,,1
2015-01-03,St. Albans Bay,,,,,,,2
2015-01-04,St. Albans Bay,,,,,,,3
2015-01-05,St. Albans Bay,,,,,,,4
2015-01-06,St. Albans Bay,,,,,,,5
2015-01-07,St. Albans Bay,,,,,,,6
2015-01-08,St. Albans Bay,,,,,,,7
2015-01-09,St. Albans Bay,,,,,,,8
2015-01-10,St. Albans Bay,,,,,,,9
2015-01-11,St. Albans Bay,,,,,,,10
2015-01-12,St. Albans Bay,,,,,,,11
2015-01-13,St. Albans Bay,,,,,,,12
2015-01-14,St. Albans Bay,,,,,,,13
2015-01-15,St. Albans Bay,,,,,,,14
2015-01-16,St. Albans Bay,,,,,,,15
2015-01-17,St. Albans Bay,,,,,,,16
2015-01-18,St. Albans Bay,,,,,,,17
2015-01-19,St. Albans Bay,,,,,,,18
2015-01-20,St. Albans Bay,,,,,,,19
2015-01-21,St. Albans Bay,,,,,,,20
2015-01-22,St. Albans Bay,,,,,,,21
2015-01-23,St. Albans Bay,,,,,,,22
2015-01-24,St. Albans Bay,,,,,,,23
2015-01-25,St. Albans Bay,,,,,,,24
2015-01-26,St. Albans Bay,,,,,,,25
2015-01-27,St. Albans Bay,,,,,,,26
2015-01-28,St. Albans Bay,,,,,,,27
2015-01-29,St. Albans Bay,,,,,,,28
2015-01-30,St. Albans Bay,,,,,,,29
2015-01-31,St. Albans Bay,,,,,,,30
2015-02-01,St. Albans Bay,,,,,,,31
2015-02-02,St. Albans Bay,,,,,,,32
2015-02-03,St. Albans Bay,,,,,,,33
2015-02-04,St. Albans Bay,,,,,,,34
2015-02-05,St. Albans Bay,,,,,,,35
2015-02-06,St. Albans Bay,,,,,,,36
2015-02-07,St. Albans Bay,,,,,,,37
2015-02-08,St. Albans Bay,,,,,,,38
2015-02-09,St. Albans Bay,,,,,,,39
2015-02-10,St. Albans Bay,,,,,,,40
2015-02-11,St. Albans Bay,,,,,,,41
2015-02-12,St. Albans Bay,,,,,,,42
2015-02-13,St. Albans Bay,,,,,,,43
2015-02-14,St. Albans Bay,,,,,,,44
2015-02-15,St. Albans Bay,,,,,,,45
2015-02-16,St. Albans Bay,,,,,,,46
2015-02-17,St. Albans Bay,,,,,,,47
2015-02-18,St. Albans Bay,,,,,,,48
2015-02-19,St. Albans Bay,,,,,,,49
2015-02-20,St. Albans Bay,,,,,,,50
2015-02-21,St. Albans Bay,,,,,,,51
2015-02-22,St. Albans Bay,,,,,,,52
2015-02-23,St. Albans Bay,,,,,,,53
2015-02-24,St. Albans Bay,,,,,,,54
2015-02-25,St. Albans Bay,,,,,,,55
2015-02-26,St. Albans Bay,,,,,,,56
2015-02-27,St. Albans Bay,,,,,,,57
2015-02-28,St. Albans Bay,,,,,,,58
2015-03-01,St. Albans Bay,,,,,,,59
2015-03-02,St. Albans Bay,,,,,,,60
2015-03-03,St. Albans Bay,,,,,,,61
2015-03-04,St. Albans Bay,,,,,,,62
2015-03-05,St. Albans Bay,,,,,,,63
2015-03-06,St. Albans Bay,,,,,,,64
2015-03-07,St. Albans Bay,,,,,,,65
2015-03-08,St. Albans Bay,,,,,,,66
2015-03-09,St. Albans Bay,,,,,,,67
2015-03-10,St. Albans Bay,,,,,,,68
2015-03-11,St. Albans Bay,,,,,,,69
2015-03-12,St. Albans Bay,,,,,,,70
2015-03-13,St. Albans Bay,,,,,,,71
2015-03-14,St. Albans Bay,,,,,,,72
2015-03-15,St. Albans Bay,,,,,,,73
2015-03-16,St. Albans Bay,,,,,,,74
2015-03-17,St. Albans Bay,,,,,,,75
2015-03-18,St. Albans Bay,,,,,,,76
2015-03-19,St. Albans Bay,,,,,,,77
2015-03-20,St. Albans Bay,,,,,,,78
2015-03-21,St. Albans Bay,,,,,,,79
2015-03-22,St. Albans Bay,,,,,,,80
2015-03-23,St. Albans Bay,,,,,,,81
2015-03-24,St. Albans Bay,,,,,,,82
2015-03-25,St. Albans Bay,,,,,,,83
2015-03-26,St. Albans Bay,,,,,,,84
2015-03-27,St. Albans Bay,,,,,,,85
2015-03-28,St. Albans Bay,,,,,,,86
2015-03-29,St. Albans Bay,,,,,,,87
2015-03-30,St. Albans Bay,,,,,,,88
2015-03-31,St. Albans Bay,,,,,,,89
2015-04-01,St. Albans Bay,,,,,,,90
2015-04-02,St. Albans Bay,,,,,,,91
2015-04-03,St. Albans Bay,,,,,,,92
2015-04-04,St. Albans Bay,,,,,,,93
2015-04-05,St. Albans Bay,,,,,,,94
2015-04-06,St. Albans Bay,,,,,,,95
2015-04-07,St. Albans Bay,,,,,,,96
2015-04-08,St. Albans Bay,,,,,,,97
2015-04-09,St. Albans Bay,,,,,,,98
2015-04-10,St. Albans Bay,,,,,,,99
2015-04-11,St. Albans Bay,,,,,,,100
2015-04-12,St. Albans Bay,,,,,,,101
2015-04-13,St. Albans Bay,,,,,,,102
2015-04-14,St. Albans Bay,,,,,,,103
2015-04-15,St. Albans Bay,,,,,,,104
2015-04-16,St. Albans Bay,,,,,,,105
2015-04-17,St. Albans Bay,,,,,,,106
2015-04-18,St. Albans Bay,,,,,,,107
2015-04-19,St. Albans Bay,,,,,,,108
2015-04-20,St. Albans Bay,,,,,,,109
2015-04-21,St. Albans Bay,,,,,,,110
2015-04-22,St. Albans Bay,,,,,,,111
2015-04-23,St. Albans Bay,,,,,,,112
2015-04-24,St. Albans Bay,,,,,,,113
2015-04-25,St. Albans Bay,,,,,,,114
2015-04-26,St. Albans Bay,,,,,,,115
2015-04-27,St. Albans Bay,,,,,,,116
