Report Date,Report Time,Waterbody,Region,Municipality,Site,Station,Bloom Intensity,ApproximateShoreLengthOfBloom,ApproximateOffShoreLengthBloom,Report Frequency,Affiliation,Web Status,Details,Water Temperature,Water Surface,CyanoTaxa,Density,OtherTaxa,Plankton_Sampling_Method,Microcystin,Anatoxin,CYN_uGL,Latitude,Longitude
8/7/2022,11:15 AM,Nichols Pond,Nichols Pond,Woodbury,549,Nichols Pond Dam Access,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,VT DEC Volunteer,Generally Safe,,,Calm,,,,,,,,44.46214277,-72.34430994
8/16/2022,1:48 PM,Nichols Pond,Nichols Pond,Woodbury,549,Nichols Pond Dam Access,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,VT DEC Volunteer,Generally Safe,,,Calm,,,,,,,,44.46244907,-72.34439577
9/29/2022,11:30 AM,Nichols Pond,Nichols Pond,Woodbury,549,Nichols Pond Dam Access,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,VT DEC Volunteer,Generally Safe,,,Rolling,,,,,,,,44.46211214,-72.34409536
10/16/2022,3:00 PM,Nichols Pond,Nichols Pond,Woodbury,549,Nichols Pond Dam Access,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,VT DEC Volunteer,Generally Safe,,,Calm,,,,,,,,44.46227077,-72.34322665
7/8/2022,2:03 PM,Martins Pond,Martins Pond,Peacham,551,Martins Pond Boat Lauch,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,,Rolling,,,,,,,,44.30553449,-72.20230263
7/15/2022,1:00 PM,Martins Pond,Martins Pond,Peacham,551,Martins Pond Boat Lauch,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,,Rolling,,,,,,,,44.30402961,-72.2051565
7/29/2022,12:09 PM,Martins Pond,Martins Pond,Peacham,551,Martins Pond Boat Lauch,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,,Rolling,,,,,,,,44.30547306,-72.20408362
8/5/2022,1:18 PM,Martins Pond,Martins Pond,Peacham,551,Martins Pond Boat Lauch,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,,Calm,,,,,,,,44.30531951,-72.20584315
9/9/2022,1:59 PM,Martins Pond,Martins Pond,Peacham,551,Martins Pond Boat Lauch,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,,Calm,,,,,,,,44.30587231,-72.20283907
11/4/2022,4:41 PM,Martins Pond,Martins Pond,Peacham,551,Martins Pond Boat Lauch,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,,Calm,,,,,,,,44.30826773,-72.19348353
7/26/2022,12:06 PM,Fern Lake,Fern Lake,Leicester,552,"Fern Lake, Leicester boat launch",1a - No Cyanobacteria Observed - clear water,,,Routine - Biweekly,LCC Volunteer,Generally Safe,,78,Rolling,,,,,,,,43.8615334,-73.06998166
7/6/2022,4:00 PM,Lake Dunmore,Lake Dunmore,Leicester,553,Mountainview Common Beach,1a - No Cyanobacteria Observed - clear water,,,Routine - Biweekly,VT DEC Volunteer,Generally Safe,,75,Rolling,,,,,,,,43.88081903,-73.07377117
7/22/2022,11:24 AM,Lake Dunmore,Lake Dunmore,Leicester,553,Mountainview Common Beach,1a - No Cyanobacteria Observed - clear water,,,Routine - Biweekly,VT DEC Volunteer,Generally Safe,,80,Calm,,,,,,,,43.88078002,-73.07378697
9/12/2022,12:42 PM,Lake Dunmore,Lake Dunmore,Leicester,553,Mountainview Common Beach,1a - No Cyanobacteria Observed - clear water,,,Routine - Biweekly,VT DEC Volunteer,Generally Safe,,75,Calm,,,,,,,,43.88078002,-73.07378697
7/8/2022,12:15 PM,Lake Carmi,Other,Franklin,555,Forsyth Drive,2 - Cyano present - less than bloom levels (include photos),500,20,Routine - Weekly,LCC Volunteer,Low Alert,,,Calm,,,,,,,,44.98734587,-72.87386682
7/10/2022,12:17 PM,Lake Carmi,Other,Franklin,555,Forsyth Drive,2 - Cyano present - less than bloom levels (include photos),500 ft,30 ft,Supplemental,LCC Volunteer,Low Alert,,,Rolling,,,,,,,,44.98759938,-72.87383641
7/14/2022,2:01 PM,Lake Carmi,Lake Carmi,Franklin,555,Forsyth Drive,3 - Cyano bloom in progress (include photos),>500 ft,50 ft,Supplemental,LCC Volunteer,High Alert,,,Calm,,,,,,,,44.98739084,-72.8739097
7/15/2022,2:55 PM,Lake Carmi,Other,Franklin,555,Forsyth Drive,3 - Cyano bloom in progress (include photos),500 ft,50 ft,Supplemental,LCC Volunteer,High Alert,,,Calm,,,,,,,,44.98740087,-72.87387334
7/16/2022,12:46 PM,Lake Carmi,Other,Franklin,555,Forsyth Drive,3 - Cyano bloom in progress (include photos),>100 ft,30 ft,Supplemental,LCC Volunteer,High Alert,,,Calm,,,,,,,,44.98728984,-72.8739096
7/19/2022,12:31 PM,Lake Carmi,Other,Franklin,555,Forsyth Drive,3 - Cyano bloom in progress (include photos),>500 ft,100 ft,Supplemental,LCC Volunteer,High Alert,,,Rolling,,,,,,,,44.98740649,-72.87381701
7/20/2022,4:57 PM,Lake Carmi,Other,Franklin,555,Forsyth Drive,3 - Cyano bloom in progress (include photos),>500 ft,100 ft,Supplemental,LCC Volunteer,High Alert,,,Calm,,,,,,,,44.98739598,-72.87386884
8/13/2022,10:30 AM,Lake Carmi,Other,Franklin,555,Forsyth Drive,3 - Cyano bloom in progress (include photos),>500 ft,50 ft,Supplemental,LCC Volunteer,High Alert,,,Calm,,,,,,,,44.98737614,-72.87384518
8/15/2022,12:03 PM,Lake Carmi,Other,Franklin,555,Forsyth Drive,3 - Cyano bloom in progress (include photos),500,50,Supplemental,LCC Volunteer,High Alert,,,Calm,,,,,,,,44.98745633,-72.87395168
8/16/2022,12:04 PM,Lake Carmi,Other,Franklin,555,Forsyth Drive,3 - Cyano bloom in progress (include photos),>500 ft,50 ft,Supplemental,LCC Volunteer,High Alert,The date is incorrect on the sample card. These are from today 8/16,,Calm,,,,,,,,44.98734082,-72.8738378
8/22/2022,11:57 AM,Lake Carmi,Other,Franklin,555,Forsyth Drive,3 - Cyano bloom in progress (include photos),500',75',Supplemental,LCC Volunteer,High Alert,The photo time was 12:18 pm,,Rolling,,,,,,,,44.98736048,-72.87380963
6/30/2022,2:30 PM,Lake Champlain,Champlain - Main Lake North,Isle La Motte,556,Saint Anne's Shrine,1c - No Cyanobacteria Observed - other material present,,,Routine - Weekly,LCC Volunteer,Generally Safe,"Need a number for this site. Clumps green algae. Not seeing Cyanobacteria but hard to see. Otherwise, water clear.",73.5,Rolling,,,,,,,,44.89913094,-73.34921667
7/7/2022,2:41 PM,Lake Champlain,Champlain - Main Lake North,Isle La Motte,556,Saint Anne's Shrine,1c - No Cyanobacteria Observed - other material present,,,Routine - Weekly,LCC Volunteer,Generally Safe,"Water is clear, no cyanobacteria, some clumpy green algae?  in very shallow water next to dock.  Did you want me to monitor this site routinely?",78.8,Calm,,,,,,,,44.89908534,-73.34909866
7/15/2022,3:15 PM,Lake Champlain,Champlain - Main Lake North,Isle La Motte,556,Saint Anne's Shrine,2 - Cyano present - less than bloom levels (include photos),100yds + (did not see limit),a little better 75' out but still goes,Routine - Weekly,LCC Volunteer,Low Alert,Been doing this on Thursdays but this is day late.  Is there a # for this site?  Could not find limit walking along the beach.  Also stringy algae in water with a green tint in addition to cyanobacteria.  Some sections had some cyanobacteria streaking on the surface.  One tiny spot near dock had a little turquois spot on surface.  Might be 3 because of the scope but picked 2 because cyanobacteria could be worse.  Not sure.,82,Calm,,,,,,,,44.89922214,-73.34927032
7/21/2022,2:30 PM,Lake Champlain,Champlain - Main Lake North,Isle La Motte,556,Saint Anne's Shrine,1c - No Cyanobacteria Observed - other material present,,,Supplemental,LCC Volunteer,Generally Safe,"Do you want routine reports for this location?  If so, I need a number.  No cyanobacteria, some green stringy algae in water near shore, but better than prior weeks.  Green stringy algae floated in jar?",83.3,Rolling,,,,,,,,44.89873575,-73.34892699
7/28/2022,2:21 PM,Lake Champlain,Champlain - Main Lake North,Isle La Motte,556,Saint Anne's Shrine,1c - No Cyanobacteria Observed - other material present,,,Routine - Weekly,LCC Volunteer,Generally Safe,"Took two jar samples, one 15' out on the dock, full of green algae but I am not seeing cyanobacteria, 2nd jar is 50' out, far less algae.  Green algae seems particularly bad near dock, fades in both directions.  Water near shore has a greenish tint.",81.1,Rolling,,,,,,,,44.89900935,-73.34929178
8/3/2022,2:35 PM,Lake Champlain,Champlain - Main Lake North,Isle La Motte,556,Saint Anne's Shrine,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,"Much less green algae than last week, a little growing on the bottom but none floating in the water.  Not like last week.  No cyanobacteria.  Is there a number for this site?  Or should I stop monitoring it?",76.6,Rolling,,,,,,,,44.89903975,-73.34935615
8/11/2022,2:35 PM,Lake Champlain,Champlain - Main Lake North,Isle La Motte,556,Saint Anne's Shrine,1c - No Cyanobacteria Observed - other material present,,,Routine - Weekly,LCC Volunteer,Generally Safe,Very little loose green algae near dock near shore.  Much better than weeks ago.  A little algae growing on bottom. No Cyanobacteria.,78.8,Calm,,,,,,,,44.89888775,-73.34927032
8/18/2022,2:23 PM,Lake Champlain,Champlain - Main Lake North,Isle La Motte,556,Saint Anne's Shrine,1c - No Cyanobacteria Observed - other material present,,,Routine - Weekly,LCC Volunteer,Generally Safe,"Turbid, green algae especially near shore, lots of green algae and weeds washed up on shore, could be 1b or 1c.  Is there a number for this site?  Or should I stop monitoring it?",76.4,Rolling,,,,,,,,44.89900756,-73.34925818
8/25/2022,2:45 PM,Lake Champlain,Champlain - Main Lake North,Isle La Motte,556,Saint Anne's Shrine,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,"Very clear water, no cyanobacteria.",80,Rolling,,,,,,,,44.89908532,-73.34909863
9/1/2022,2:45 PM,Lake Champlain,Champlain - Main Lake North,Isle La Motte,556,Saint Anne's Shrine,1b - No Cyanobacteria Observed - brown or turbid water,,,Routine - Weekly,LCC Volunteer,Generally Safe,No cyanobacteria.  Some foam on shore.,72.1,White Caps,,,,,,,,44.89908532,-73.34909863
9/15/2022,2:44 PM,Lake Champlain,Champlain - Main Lake North,Isle La Motte,556,Saint Anne's Shrine,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,Last submission aborted before it was done.  Here it is again.  Surprisingly clear but a tiny bit of weeds floating. Lots of weeds washed up on shore.  Did not see an globules but it can be really hard to find them in the white caps.,,White Caps,,,,,,,,44.89908532,-73.34909863
9/22/2022,2:42 PM,Lake Champlain,Champlain - Main Lake North,Isle La Motte,556,Saint Anne's Shrine,1b - No Cyanobacteria Observed - brown or turbid water,,,Routine - Weekly,LCC Volunteer,Generally Safe,"Water almost clear enough for 1a, no signs of cyanobacteria.",65.4,White Caps,,,,,,,,44.89908532,-73.34909863
9/29/2022,2:42 PM,Lake Champlain,Champlain - Main Lake North,Isle La Motte,556,Saint Anne's Shrine,1c - No Cyanobacteria Observed - other material present,,,Routine - Weekly,LCC Volunteer,Generally Safe,Water is very clear (1a) except for some shredded plant matter on bottom near shore.,64.2,Rolling,,,,,,,,44.89908532,-73.34909863
10/6/2022,2:35 PM,Lake Champlain,Champlain - Main Lake North,Isle La Motte,556,Saint Anne's Shrine,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,Water is mostly clear but there are spots with lots of chewed up plant matter - not seeing any sign of cyanobacteria or globules.  Jar scooped up the worst part with the plant matter in very shallow water.,61.3,Calm,,,,,,,,44.89908532,-73.34909863
10/13/2022,2:25 PM,Lake Champlain,Champlain - Main Lake North,Isle La Motte,556,Saint Anne's Shrine,1b - No Cyanobacteria Observed - brown or turbid water,,,Routine - Weekly,LCC Volunteer,Generally Safe,"Turbid and chewed up weeds, not seeing cyanobacteria.",58.4,White Caps,,,,,,,,44.89908532,-73.34909863
10/20/2022,2:28 PM,Lake Champlain,Champlain - Main Lake North,Isle La Motte,556,Saint Anne's Shrine,1c - No Cyanobacteria Observed - other material present,,,Routine - Weekly,LCC Volunteer,Generally Safe,"Turbid, not seeing any cyanobacteria.  Looks like something green (duck weed?) washed up on shore earlier in the week.",51.9,White Caps,,,,,,,,44.89908532,-73.34909863
10/27/2022,2:10 PM,Lake Champlain,Champlain - Main Lake North,Isle La Motte,556,Saint Anne's Shrine,1b - No Cyanobacteria Observed - brown or turbid water,,,Routine - Weekly,LCC Volunteer,Generally Safe,"Very turbid with chewed up plant matter, no cyanobacteria.",57.3,White Caps,,,,,,,,44.89908532,-73.34909863
11/3/2022,2:18 PM,Lake Champlain,Champlain - Main Lake North,Isle La Motte,556,Saint Anne's Shrine,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,Shredded plant matter in the water.   A little bit of green algae on shore rocks.  No Cyanobacteria.,56.3,Rolling,,,,,,,,44.89908532,-73.34909863
8/6/2022,11:00 AM,Sunset Lake,Other,Benson,560,Sunset Lake Spillway,1a - No Cyanobacteria Observed - clear water,NA,NA,Routine - Weekly,General Public,Generally Safe,,80,Calm,,,,,,,,43.76115889,-73.26458697
8/13/2022,11:10 AM,Sunset Lake,Other,Benson,560,Sunset Lake Spillway,1a - No Cyanobacteria Observed - clear water,NA,NA,Routine - Weekly,General Public,Generally Safe,,80,Calm,,,,,,,,43.76120384,-73.26487128
8/20/2022,11:00 AM,Sunset Lake,Other,Benson,560,Sunset Lake Spillway,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,General Public,Generally Safe,,79,Calm,,,,,,,,43.76129389,-73.26454323
8/27/2022,3:27 PM,Sunset Lake,Other,Benson,560,Sunset Lake Spillway,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,General Public,Generally Safe,,79,Calm,,,,,,,,43.76114531,-73.26474537
9/3/2022,11:00 AM,Sunset Lake,Other,Benson,560,Sunset Lake Spillway,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,VT DEC Volunteer,Generally Safe,,77,Calm,,,,,,,,43.76092333,-73.26459609
9/10/2022,10:45 AM,Sunset Lake,Other,Benson,560,Sunset Lake Spillway,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,VT DEC Volunteer,Generally Safe,,76,Calm,,,,,,,,43.76102207,-73.26462029
8/14/2022,12:24 PM,Caspian Lake,Other,Greensboro,561,Caspian Lake Public Beach,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,VT DEC Volunteer,Generally Safe,,,Calm,,,,,,,,44.57577245,-72.29892157
8/22/2022,12:15 PM,Caspian Lake,Other,Greensboro,561,Caspian Lake Public Beach,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,VT DEC Volunteer,Generally Safe,,,Calm,,,,,,,,44.57640938,-72.29828577
8/28/2022,11:44 AM,Caspian Lake,Other,Greensboro,561,Caspian Lake Public Beach,null,,,Routine - Weekly,VT DEC Volunteer,Generally Safe,,,Calm,,,,,,,,44.57650109,-72.29824286
9/4/2022,12:15 PM,Caspian Lake,Other,Greensboro,561,Caspian Lake Public Beach,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,VT DEC Volunteer,Generally Safe,,,Calm,,,,,,,,44.57656223,-72.29811411
8/14/2022,12:42 PM,Coles Pond,Other,Walden,562,Coles Pond Boat Launch,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,VT DEC Volunteer,Generally Safe,,,Calm,,,,,,,,44.50251423,-72.21441254
8/21/2022,1:47 PM,Coles Pond,Other,Walden,562,Coles Pond Boat Launch,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,VT DEC Volunteer,Generally Safe,,,Calm,,,,,,,,44.50254327,-72.21439875
8/28/2022,12:15 PM,Coles Pond,Other,Walden,562,Coles Pond Boat Launch,1a - No Cyanobacteria Observed - clear water,,,Routine - Biweekly,VT DEC,Generally Safe,,,Calm,,,,,,,,44.50278813,-72.21431292
9/4/2022,1:27 PM,Coles Pond,Other,Walden,562,Coles Pond Boat Launch,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,VT DEC Volunteer,Generally Safe,,,Calm,,,,,,,,44.50269631,-72.21439875
8/23/2022,12:30 PM,Lake Morey,Other,Fairlee,563,Fairlee Town Beach,2 - Cyano present - less than bloom levels (include photos),,,Supplemental,General Public,Low Alert,Chris is THO and emailed Bridget. Bridget uploaded.,,Calm,,,,,,,,43.910753,-72.157828
9/5/2022,11:27 AM,Lake Morey,Other,Fairlee,563,Fairlee Town Beach,3 - Cyano bloom in progress (include photos),Entire shoreline,Entire lake,Supplemental,General Public,High Alert,Town Beach is closed for swimming.,,Calm,,,,,,,,43.91070789,-72.15783658
9/7/2022,1:32 PM,Lake Morey,Other,Fairlee,563,Fairlee Town Beach,3 - Cyano bloom in progress (include photos),500+,100+,Supplemental,General Public,High Alert,Continuing bloom,,Calm,,,,,,,,43.910753,-72.157828
9/12/2022,12:15 PM,Lake Morey,Other,Fairlee,563,Fairlee Town Beach,3 - Cyano bloom in progress (include photos),500+,500+,Supplemental,General Public,High Alert,Town Health Officer has closed the beach,,Calm,,,,,,,,43.910753,-72.157828
9/13/2022,2:49 PM,Lake Morey,Other,Fairlee,563,Fairlee Town Beach,3 - Cyano bloom in progress (include photos),500+,100+,Supplemental,General Public,High Alert,We are into week three,,Calm,,,,,,,,43.910753,-72.157828
9/14/2022,12:39 PM,Lake Morey,Other,Fairlee,563,Fairlee Town Beach,2 - Cyano present - less than bloom levels (include photos),100,25,Supplemental,General Public,Low Alert,Situation is improving but the beach is still closed,,Calm,,,,,,,,43.910753,-72.157828
9/19/2022,1:55 PM,Lake Morey,Other,Fairlee,563,Fairlee Town Beach,2 - Cyano present - less than bloom levels (include photos),1000+,1000+,Supplemental,General Public,Low Alert,This is week 4 of a lakewide bloom,,Calm,,,,,,,,43.910753,-72.157828
9/20/2022,12:03 PM,Lake Morey,Other,Fairlee,563,Fairlee Town Beach,2 - Cyano present - less than bloom levels (include photos),1000+,50+,Supplemental,General Public,Low Alert,"lake wide bloom, better than its been in weeks but still present",,Calm,,,,,,,,43.910753,-72.157828
9/21/2022,11:40 AM,Lake Morey,Other,Fairlee,563,Fairlee Town Beach,2 - Cyano present - less than bloom levels (include photos),500+,50+,Supplemental,General Public,Low Alert,We are into week 4 of a lakewide bloom event,,Calm,,,,,,,,43.910753,-72.157828
9/22/2022,4:15 PM,Lake Morey,Other,Fairlee,563,Fairlee Town Beach,2 - Cyano present - less than bloom levels (include photos),100+,50+,Supplemental,General Public,Low Alert,end stages of a massive lakewide bloom,,Calm,,,,,,,,43.910753,-72.157828
10/5/2022,3:44 PM,Lake Morey,Other,Fairlee,563,Fairlee Town Beach,3 - Cyano bloom in progress (include photos),100+,50+,Supplemental,General Public,High Alert,Relapse of what had been an improving weeks long bloom.,,Calm,,,,,,,,43.910753,-72.157828
10/6/2022,12:49 PM,Lake Morey,Other,Fairlee,563,Fairlee Town Beach,2 - Cyano present - less than bloom levels (include photos),100+,25+,Supplemental,General Public,Low Alert,After being clear for several days small clumps reappeared,,Calm,,,,,,,,43.910753,-72.157828
10/15/2022,10:00 AM,Lake Morey,Other,Fairlee,563,Fairlee Town Beach,1a - No Cyanobacteria Observed - clear water,NA,NA,Supplemental,LCC Staff,Generally Safe,Was in area for a conference so filed a report.,,Calm,,,,,,,,43.910753,-72.157828
7/27/2022,2:54 PM,Lake Morey,Other,Fairlee,564,Lake Morey — Echo Mountain,2 - Cyano present - less than bloom levels (include photos),Not sure,Not sure,Supplemental,General Public,Low Alert,,,Rolling,,,,,,,,43.92673263,-72.15653239
8/20/2022,12:12 PM,Lake Morey,Other,Fairlee,564,Lake Morey — Echo Mountain,3 - Cyano bloom in progress (include photos),not sure,not sure,Supplemental,General Public,High Alert,,,Calm,,,,,,,,43.92640737,-72.15694232
8/23/2022,10:20 AM,Lake Morey,Other,Fairlee,564,Lake Morey — Echo Mountain,3 - Cyano bloom in progress (include photos),not sure,not sure,Supplemental,General Public,High Alert,,,Calm,,,,,,,,43.92622192,-72.15651316
9/4/2022,1:28 PM,Lake Morey,Other,Fairlee,564,Lake Morey — Echo Mountain,3 - Cyano bloom in progress (include photos),Not sure - over 100 feet,Pretty far towards the middle of the lake,Supplemental,General Public,High Alert,,,Calm,,,,,,,,43.92572737,-72.15702815
8/10/2022,1:30 PM,Lake Memphremagog,Lake Memphremagog,Newport,565,Prouty Bay - Northwest Corner,2 - Cyano present - less than bloom levels (include photos),100 ft,1 - 10 ft,Supplemental,MWA Volunteer,Low Alert,"Supplemental follow-up to observing cat 2 conditions in the northwest corner and along the embankment to the bridge. There appears to be a contracting of the extent. Still concentrated cyano areas within the corner atop floating vegetation. Sparse occurrences near the shore along the embankment to the bridge. Mostly atop floating veg or in globs. Does not appear to be spreading. There still exits some remnant patches above waterline. However, did not observe anything other than cat 1d eastward of the bridge or on the lake side of the embankment.  No sample taken.",,Calm,,,,,,,,44.93649443,-72.21748645
8/11/2022,11:30 AM,Lake Memphremagog,Lake Memphremagog,Newport,565,Prouty Bay - Northwest Corner,2 - Cyano present - less than bloom levels (include photos),40ft,1 - 10ft,Supplemental,MWA Volunteer,Low Alert,"Observed significant improvement in the extent and intensity of the bloom in the northwest part of Prouty Bay. Please note I only observed the area along the embankment. Wind is blowing into the northwest corner. Pushing the floating veg into a smaller zone. Can still see some green-blue patches within the veg. Difficult to see in the photo. Area of concentration is approx 10 wide, 20 long ft. But can not really see if there is more elsewhere in the corner from the vantage point along the embankment.  Observed to the RR bridge. 100 ft from corner at sample station area, still seeing small floating patches. Also, there are some spotty small patches at the shoreline (a few finger to hand size) to the bridge though nothing obvious floating or clumped in the water. Though generally turbid, can clearly see the bottom within a foot or two from the shore where the bottom is mostly less than 2ft.  I recommend continuing as at cat 2. Will look again tomorrow and try to get a sample.",,Calm,,,,,,,,44.93664632,-72.2176152
8/24/2022,10:20 AM,Lake Memphremagog,Lake Memphremagog,Newport,566,Prouty Bay - Northeast Corner,3 - Cyano bloom in progress (include photos),500ft plus minor presence elsewhere,"easily 10ft, some 3ft of more concentrated",Supplemental,MWA Volunteer,High Alert,Continue as cat3 east of the RR bridge - along the entire 500ft is up to 10ft of discolored water and scum area of varying degree nearer the shoreline. NE corner still has some pockets of intense color and coatings on vegetation and shore. Notice a very minor (finger size spots) and isolated presence along shore or debris west side. Nothing obvious along the lake side. Newport Marina and Newport City Docks remain cat1d with modest turbidity probably associated with the recent rains.,,Calm,,,,,,,,44.93606911,-72.21514757
8/25/2022,3:00 PM,Lake Memphremagog,Lake Memphremagog,Newport,566,Prouty Bay - Northeast Corner,2 - Cyano present - less than bloom levels (include photos),500ft and other pockets,Notes. Varies to possibly 2ft,Supplemental,MWA Volunteer,Low Alert,"Bloom followup. Reduced to cat2.  No longer seeing any of the intense green-blue water along the shoreline. East of the RR bridge, there are remnant patches running along/at/near the water line coating rocks & veg (same 500ft where the more intense bloom was observed). Also, though difficult to pick out in the photos, I can see spots on the water surface (dispersed & fine greenish patches 1 to 4 ft wide). FYI - The wind is pushing the water into the bay and towards the south end. It is possible the bloom has shifted position or may be dissipating.  Little evidence of the cyan west of the bridge. Just some spotty small and isolated patches. So far no sign of cyano accumulations on the lake side of the bay. Did not collect sample. Will revisit tomorrow morning, hopefully better lightening to observe.",,Calm,,,,,,,,44.93606911,-72.21525486
6/30/2022,1:30 PM,Lake Champlain,Champlain - Main Lake South,Addison,567,Whitney Creek,1a - No Cyanobacteria Observed - clear water,0,0,Routine - Weekly,LCC Volunteer,Generally Safe,"Lots of fishing takes place at the Rt 125 culvert where Whitney Creek empties into Lake Champlain,  All samples taken from the lake end of the culvert.  Temperature data has been lost but always 0 to 2 degrees above that measured at Site 456.",,Calm,,,,,,,,44.02710991,-73.39914279
7/7/2022,1:30 PM,Lake Champlain,Champlain - Main Lake South,Addison,567,Whitney Creek,1a - No Cyanobacteria Observed - clear water,0,0,Routine - Weekly,LCC Volunteer,Generally Safe,"See June 30, 2022 report",,Calm,,,,,,,,44.02709716,-73.39914668
7/14/2022,1:30 PM,Lake Champlain,Champlain - Main Lake South,Addison,567,Whitney Creek,1a - No Cyanobacteria Observed - clear water,0,0,Routine - Weekly,LCC Volunteer,Generally Safe,"See June 30, 2022 report",,Calm,,,,,,,,44.02711952,-73.39912138
7/21/2022,1:30 PM,Lake Champlain,Champlain - Main Lake South,Addison,567,Whitney Creek,1a - No Cyanobacteria Observed - clear water,0,0,Routine - Weekly,LCC Volunteer,Generally Safe,"See June 30, 2022 report",,Calm,,,,,,,,44.02712724,-73.39912138
7/28/2022,1:30 PM,Lake Champlain,Champlain - Main Lake South,Addison,567,Whitney Creek,1a - No Cyanobacteria Observed - clear water,0,0,Routine - Weekly,LCC Volunteer,Generally Safe,"See June 30, 2022 report",,Calm,,,,,,,,44.02712338,-73.39911065
8/4/2022,1:30 PM,Lake Champlain,Champlain - Main Lake South,Addison,567,Whitney Creek,1a - No Cyanobacteria Observed - clear water,0,0,Routine - Weekly,LCC Volunteer,Generally Safe,"See June 30, 2022 report",,Calm,,,,,,,,44.02713495,-73.39910529
8/11/2022,1:30 PM,Lake Champlain,Champlain - Main Lake South,Addison,567,Whitney Creek,1a - No Cyanobacteria Observed - clear water,0,0,Routine - Weekly,LCC Volunteer,Generally Safe,"See June 30, 2022 report",,Calm,,,,,,,,44.02711567,-73.39910529
8/18/2022,1:30 PM,Lake Champlain,Champlain - Main Lake South,Addison,567,Whitney Creek,1a - No Cyanobacteria Observed - clear water,0,0,Routine - Weekly,LCC Volunteer,Generally Safe,"See June 30, 2022 report",,Calm,,,,,,,,44.02712428,-73.39911053
8/25/2022,1:30 PM,Lake Champlain,Champlain - Main Lake South,Addison,567,Whitney Creek,1a - No Cyanobacteria Observed - clear water,0,0,Routine - Weekly,LCC Volunteer,Generally Safe,"See June 30, 2022 report",,Calm,,,,,,,,44.02718453,-73.39911702
9/1/2022,1:30 PM,Lake Champlain,Champlain - Main Lake South,Addison,567,Whitney Creek,1a - No Cyanobacteria Observed - clear water,0,0,Routine - Weekly,LCC Volunteer,Generally Safe,"See June 30, 2022 report",,Calm,,,,,,,,44.02719225,-73.39910629
9/8/2022,1:30 PM,Lake Champlain,Champlain - Main Lake South,Addison,567,Whitney Creek,1a - No Cyanobacteria Observed - clear water,0,0,Routine - Weekly,LCC Volunteer,Generally Safe,"See June 30, 2022 report",,Calm,,,,,,,,44.02718068,-73.39909556
9/22/2022,11:11 AM,Lake Champlain,Champlain - Main Lake South,Addison,567,Whitney Creek,1b - No Cyanobacteria Observed - brown or turbid water,0,0,Routine - Weekly,LCC Volunteer,Generally Safe,,66,Calm,,,,,,,,44.02716864,-73.39907014
9/29/2022,1:45 PM,Lake Champlain,Champlain - Main Lake South,Addison,567,Whitney Creek,1b - No Cyanobacteria Observed - brown or turbid water,0,0,Routine - Weekly,LCC Volunteer,Generally Safe,,61,Calm,,,,,,,,44.02714196,-73.39907065
6/24/2022,12:00 PM,Lake Carmi,Lake Carmi,Franklin,,Dicky's Brook,3 - Cyano bloom in progress (include photos),,,Supplemental,LCC Volunteer,High Alert,These photos were sent to me from someone that wished to submit a report. I am unable to provide the correct photo types but it is clear from the photos that there was a bloom. These are the best I can do.,,Calm,,,,,,,,44.98658577,-72.8568676
6/24/2022,3:03 PM,Lake Memphremagog,Lake Memphremagog,Derby,,"Cottage Drive, Derby",3 - Cyano bloom in progress (include photos),1/4 mile at a minimum,20,Supplemental,LCC Volunteer,High Alert,Major bloom in progress,76,Calm,,,,,,,,44.97691427,-72.18675774
